"Species"	"abundance"	"SUBSECTION"
"Abies bifolia"	100.00	"M341Ce"
"Abies bifolia"	100.00	"M341Cf"
"Abies bifolia"	100.00	"M341Cg"
"Abies bifolia"	100.00	"M341Ch"
"Abies bifolia"	100.00	"M341Ci"
"Abies bifolia"	100.00	"M341Cj"
"Abies bifolia"	100.00	"M341Ck"
"Abies bifolia"	100.00	"M341Cl"
"Abies bifolia"	100.00	"M341Cm"
"Abies bifolia"	100.00	"M341Cn"
"Abies bifolia"	100.00	"M341Cr"
"Abies bifolia"	100.00	"M341Cs"
"Abies bifolia"	100.00	"M341Ct"
"Abies bifolia"	1.58	"M341Di"
"Abies bifolia"	0.26	"M341Dl"
"Abies bracteata"	0.07	"261Af"
"Abies bracteata"	83.57	"261Ah"
"Abies bracteata"	100.00	"261Aj"
"Abies bracteata"	99.56	"261Ak"
"Abies bracteata"	42.81	"261Al"
"Abies bracteata"	0.10	"262Az"
"Abies bracteata"	9.09	"M262Ac"
"Abies bracteata"	7.54	"M262Ad"
"Abies bracteata"	77.06	"M262Ae"
"Abies bracteata"	69.63	"M262Af"
"Abies bracteata"	99.72	"M262Ah"
"Abies bracteata"	99.13	"M262Ai"
"Abies bracteata"	60.40	"M262Aj"
"Abies bracteata"	29.31	"M262Ak"
"Abies concolor"	92.11	"261Ak"
"Abies concolor"	100.00	"261Al"
"Abies concolor"	100.00	"261Ba"
"Abies concolor"	100.00	"261Bb"
"Abies concolor"	100.00	"261Bc"
"Abies concolor"	100.00	"261Bd"
"Abies concolor"	100.00	"261Be"
"Abies concolor"	100.00	"261Bf"
"Abies concolor"	72.98	"261Bg"
"Abies concolor"	100.00	"261Bh"
"Abies concolor"	70.78	"261Bi"
"Abies concolor"	95.14	"261Bj"
"Abies concolor"	100.00	"262Aa"
"Abies concolor"	54.88	"262Ac"
"Abies concolor"	88.11	"262Ad"
"Abies concolor"	45.55	"262Af"
"Abies concolor"	65.85	"262Ag"
"Abies concolor"	21.07	"262Ah"
"Abies concolor"	21.18	"262Ao"
"Abies concolor"	21.48	"262Aq"
"Abies concolor"	13.93	"262At"
"Abies concolor"	86.30	"262Au"
"Abies concolor"	13.96	"262Av"
"Abies concolor"	88.84	"262Aw"
"Abies concolor"	98.23	"262Ax"
"Abies concolor"	97.69	"262Ay"
"Abies concolor"	100.00	"262Az"
"Abies concolor"	94.23	"263Ab"
"Abies concolor"	100.00	"263Ae"
"Abies concolor"	100.00	"263Af"
"Abies concolor"	81.14	"263Ag"
"Abies concolor"	0.46	"263Am"
"Abies concolor"	100.00	"313Aa"
"Abies concolor"	96.46	"313Ab"
"Abies concolor"	92.23	"313Ac"
"Abies concolor"	100.00	"313Ad"
"Abies concolor"	100.00	"313Ae"
"Abies concolor"	100.00	"313Ag"
"Abies concolor"	100.00	"313Ah"
"Abies concolor"	100.00	"313Ai"
"Abies concolor"	100.00	"313Aj"
"Abies concolor"	100.00	"313Ak"
"Abies concolor"	100.00	"313Al"
"Abies concolor"	100.00	"313Am"
"Abies concolor"	100.00	"313An"
"Abies concolor"	100.00	"313Ao"
"Abies concolor"	100.00	"313Ap"
"Abies concolor"	100.00	"313Aq"
"Abies concolor"	100.00	"313Ar"
"Abies concolor"	100.00	"313As"
"Abies concolor"	100.00	"313At"
"Abies concolor"	100.00	"313Ba"
"Abies concolor"	100.00	"313Bc"
"Abies concolor"	100.00	"313Bd"
"Abies concolor"	100.00	"313Be"
"Abies concolor"	98.75	"313Bo"
"Abies concolor"	100.00	"313Bp"
"Abies concolor"	100.00	"313Bs"
"Abies concolor"	90.90	"313Ca"
"Abies concolor"	100.00	"313Cb"
"Abies concolor"	94.84	"313Cc"
"Abies concolor"	100.00	"313Cd"
"Abies concolor"	100.00	"313Da"
"Abies concolor"	100.00	"313Db"
"Abies concolor"	100.00	"313Dc"
"Abies concolor"	100.00	"313De"
"Abies concolor"	100.00	"313Df"
"Abies concolor"	25.90	"315Aa"
"Abies concolor"	0.01	"315Ab"
"Abies concolor"	53.06	"315Ad"
"Abies concolor"	28.78	"315Bc"
"Abies concolor"	28.75	"315Bd"
"Abies concolor"	73.87	"315Ha"
"Abies concolor"	100.00	"315Hb"
"Abies concolor"	6.64	"321Ac"
"Abies concolor"	92.20	"321Ad"
"Abies concolor"	50.80	"321Ae"
"Abies concolor"	92.31	"321Af"
"Abies concolor"	43.91	"321Ag"
"Abies concolor"	13.46	"321Ah"
"Abies concolor"	100.00	"321Ai"
"Abies concolor"	94.41	"321Aj"
"Abies concolor"	100.00	"321Ak"
"Abies concolor"	70.18	"321Am"
"Abies concolor"	100.00	"322Aa"
"Abies concolor"	99.09	"322Ab"
"Abies concolor"	100.00	"322Ac"
"Abies concolor"	100.00	"322Ad"
"Abies concolor"	100.00	"322Ae"
"Abies concolor"	100.00	"322Af"
"Abies concolor"	100.00	"322Ag"
"Abies concolor"	100.00	"322Ah"
"Abies concolor"	100.00	"322Ai"
"Abies concolor"	100.00	"322Aj"
"Abies concolor"	100.00	"322Ak"
"Abies concolor"	100.00	"322Al"
"Abies concolor"	99.84	"322Am"
"Abies concolor"	100.00	"322An"
"Abies concolor"	100.00	"322Ao"
"Abies concolor"	100.00	"322Ap"
"Abies concolor"	100.00	"322Aq"
"Abies concolor"	100.00	"322Ar"
"Abies concolor"	100.00	"322As"
"Abies concolor"	100.00	"322At"
"Abies concolor"	100.00	"322Au"
"Abies concolor"	100.00	"322Av"
"Abies concolor"	100.00	"322Aw"
"Abies concolor"	100.00	"322Ax"
"Abies concolor"	100.00	"322Ay"
"Abies concolor"	100.00	"322Az"
"Abies concolor"	99.72	"322Ba"
"Abies concolor"	100.00	"322Bb"
"Abies concolor"	96.50	"322Bc"
"Abies concolor"	53.87	"322Bd"
"Abies concolor"	40.88	"322Be"
"Abies concolor"	40.46	"322Bf"
"Abies concolor"	46.27	"322Bh"
"Abies concolor"	69.99	"322Ca"
"Abies concolor"	37.99	"322Cb"
"Abies concolor"	2.06	"322Cc"
"Abies concolor"	2.30	"322Cd"
"Abies concolor"	1.22	"331Ba"
"Abies concolor"	71.69	"331Bc"
"Abies concolor"	30.94	"331Bd"
"Abies concolor"	0.57	"331Fk"
"Abies concolor"	5.56661295718341e-03	"331Hb"
"Abies concolor"	0.41	"331Hc"
"Abies concolor"	7.15	"331He"
"Abies concolor"	59.54	"331Ia"
"Abies concolor"	39.38	"331If"
"Abies concolor"	44.18	"331Ig"
"Abies concolor"	40.04	"331Ih"
"Abies concolor"	100.00	"331Ii"
"Abies concolor"	100.00	"331Ja"
"Abies concolor"	100.00	"331Jb"
"Abies concolor"	100.00	"331Jc"
"Abies concolor"	100.00	"331Jd"
"Abies concolor"	100.00	"341Aa"
"Abies concolor"	100.00	"341Ab"
"Abies concolor"	100.00	"341Ac"
"Abies concolor"	100.00	"341Ap"
"Abies concolor"	100.00	"341Aq"
"Abies concolor"	100.00	"341Ar"
"Abies concolor"	100.00	"341As"
"Abies concolor"	100.00	"341At"
"Abies concolor"	100.00	"341Au"
"Abies concolor"	100.00	"341Av"
"Abies concolor"	100.00	"341Aw"
"Abies concolor"	100.00	"341Ax"
"Abies concolor"	65.64	"341Ba"
"Abies concolor"	100.00	"341Bb"
"Abies concolor"	100.00	"341Bc"
"Abies concolor"	64.65	"341Bd"
"Abies concolor"	78.66	"341Be"
"Abies concolor"	100.00	"341Bf"
"Abies concolor"	27.29	"341Bg"
"Abies concolor"	100.00	"341Bh"
"Abies concolor"	100.00	"341Bj"
"Abies concolor"	77.18	"341Bk"
"Abies concolor"	100.00	"341Bm"
"Abies concolor"	100.00	"341Bn"
"Abies concolor"	18.29	"341Bo"
"Abies concolor"	3.89	"341Bp"
"Abies concolor"	42.14	"341Bq"
"Abies concolor"	83.26	"341Ca"
"Abies concolor"	100.00	"341Da"
"Abies concolor"	100.00	"341Db"
"Abies concolor"	61.03	"341Dc"
"Abies concolor"	100.00	"341Dd"
"Abies concolor"	42.07	"341De"
"Abies concolor"	96.28	"341Df"
"Abies concolor"	100.00	"341Dh"
"Abies concolor"	96.09	"341Di"
"Abies concolor"	82.66	"341Dj"
"Abies concolor"	100.00	"341Dk"
"Abies concolor"	100.00	"341Dl"
"Abies concolor"	100.00	"341Dm"
"Abies concolor"	5.97	"341Dn"
"Abies concolor"	11.86	"341Ea"
"Abies concolor"	14.65	"341Ec"
"Abies concolor"	11.16	"341Fa"
"Abies concolor"	100.00	"341Fb"
"Abies concolor"	100.00	"341Fc"
"Abies concolor"	53.98	"341Fd"
"Abies concolor"	100.00	"341Fe"
"Abies concolor"	100.00	"341Ff"
"Abies concolor"	100.00	"341Fg"
"Abies concolor"	89.85	"341Fj"
"Abies concolor"	100.00	"341Fk"
"Abies concolor"	31.36	"341Fl"
"Abies concolor"	100.00	"341Fm"
"Abies concolor"	100.00	"341Fn"
"Abies concolor"	85.94	"341Fo"
"Abies concolor"	100.00	"341Ga"
"Abies concolor"	92.60	"341Gb"
"Abies concolor"	58.17	"341Gc"
"Abies concolor"	17.83	"342Bb"
"Abies concolor"	96.74	"342Bc"
"Abies concolor"	100.00	"342Bd"
"Abies concolor"	100.00	"342Be"
"Abies concolor"	100.00	"342Bf"
"Abies concolor"	47.21	"342Bg"
"Abies concolor"	22.88	"342Bi"
"Abies concolor"	23.25	"342Ca"
"Abies concolor"	12.99	"342Cc"
"Abies concolor"	0.46	"342Cd"
"Abies concolor"	41.08	"342Db"
"Abies concolor"	0.73	"342De"
"Abies concolor"	0.74	"342Df"
"Abies concolor"	79.85	"342Ea"
"Abies concolor"	30.92	"342Eb"
"Abies concolor"	45.38	"342Ec"
"Abies concolor"	3.26	"342Fc"
"Abies concolor"	96.14	"342Ff"
"Abies concolor"	3.44	"342Fg"
"Abies concolor"	53.03	"342Fi"
"Abies concolor"	61.70	"342Ga"
"Abies concolor"	61.95	"342Gb"
"Abies concolor"	100.00	"342Gc"
"Abies concolor"	78.82	"342Gd"
"Abies concolor"	24.49	"342Gf"
"Abies concolor"	5.45	"342Gg"
"Abies concolor"	99.59	"342Gj"
"Abies concolor"	78.02	"342Ja"
"Abies concolor"	60.17	"342Jb"
"Abies concolor"	6.93102909224484e-03	"M242Ah"
"Abies concolor"	0.37	"M242Bb"
"Abies concolor"	5.16	"M242Bc"
"Abies concolor"	74.63	"M242Be"
"Abies concolor"	66.25	"M242Bg"
"Abies concolor"	54.76	"M242Ce"
"Abies concolor"	67.95	"M242Cf"
"Abies concolor"	65.43	"M261Aa"
"Abies concolor"	97.63	"M261Ab"
"Abies concolor"	100.00	"M261Ac"
"Abies concolor"	98.79	"M261Ad"
"Abies concolor"	100.00	"M261Ae"
"Abies concolor"	100.00	"M261Af"
"Abies concolor"	100.00	"M261Ag"
"Abies concolor"	100.00	"M261Ah"
"Abies concolor"	100.00	"M261Ai"
"Abies concolor"	100.00	"M261Aj"
"Abies concolor"	37.96	"M261Ao"
"Abies concolor"	100.00	"M261Ap"
"Abies concolor"	100.00	"M261Aq"
"Abies concolor"	100.00	"M261Ar"
"Abies concolor"	100.00	"M261Au"
"Abies concolor"	66.87	"M261Av"
"Abies concolor"	1.42706037961853e-06	"M261Ay"
"Abies concolor"	100.00	"M261Ba"
"Abies concolor"	90.50	"M261Bb"
"Abies concolor"	100.00	"M261Bd"
"Abies concolor"	41.86	"M261Bf"
"Abies concolor"	72.84	"M261Ca"
"Abies concolor"	100.00	"M261Cb"
"Abies concolor"	59.38	"M261Cc"
"Abies concolor"	100.00	"M261Da"
"Abies concolor"	100.00	"M261Db"
"Abies concolor"	100.00	"M261Dd"
"Abies concolor"	100.00	"M261Df"
"Abies concolor"	100.00	"M261Dh"
"Abies concolor"	100.00	"M261Di"
"Abies concolor"	100.00	"M261Dj"
"Abies concolor"	100.00	"M261Dl"
"Abies concolor"	100.00	"M261Dm"
"Abies concolor"	100.00	"M261Ea"
"Abies concolor"	100.00	"M261Eb"
"Abies concolor"	100.00	"M261Ec"
"Abies concolor"	100.00	"M261Ed"
"Abies concolor"	100.00	"M261Ee"
"Abies concolor"	100.00	"M261Ef"
"Abies concolor"	100.00	"M261Eg"
"Abies concolor"	100.00	"M261Eh"
"Abies concolor"	100.00	"M261Ei"
"Abies concolor"	100.00	"M261Ej"
"Abies concolor"	100.00	"M261Ek"
"Abies concolor"	100.00	"M261El"
"Abies concolor"	100.00	"M261Em"
"Abies concolor"	100.00	"M261Eo"
"Abies concolor"	100.00	"M261Ep"
"Abies concolor"	100.00	"M261Eq"
"Abies concolor"	100.00	"M261Er"
"Abies concolor"	100.00	"M261Es"
"Abies concolor"	100.00	"M261Et"
"Abies concolor"	100.00	"M261Eu"
"Abies concolor"	100.00	"M261Fa"
"Abies concolor"	96.69	"M261Fb"
"Abies concolor"	100.00	"M261Fc"
"Abies concolor"	100.00	"M261Fd"
"Abies concolor"	100.00	"M261Fe"
"Abies concolor"	99.93	"M261Ga"
"Abies concolor"	100.00	"M261Gb"
"Abies concolor"	44.73	"M261Gc"
"Abies concolor"	100.00	"M261Gd"
"Abies concolor"	41.82	"M261Ge"
"Abies concolor"	66.31	"M261Gf"
"Abies concolor"	100.00	"M261Gg"
"Abies concolor"	100.00	"M261Gi"
"Abies concolor"	100.00	"M261Gj"
"Abies concolor"	100.00	"M261Gl"
"Abies concolor"	100.00	"M261Gm"
"Abies concolor"	16.02	"M262Ac"
"Abies concolor"	31.22	"M262Ad"
"Abies concolor"	66.92	"M262Ae"
"Abies concolor"	0.23	"M262Af"
"Abies concolor"	37.11	"M262Ag"
"Abies concolor"	77.52	"M262Ah"
"Abies concolor"	100.00	"M262Ai"
"Abies concolor"	100.00	"M262Aj"
"Abies concolor"	100.00	"M262Ak"
"Abies concolor"	100.00	"M262Ba"
"Abies concolor"	100.00	"M262Bb"
"Abies concolor"	100.00	"M262Bc"
"Abies concolor"	100.00	"M262Bd"
"Abies concolor"	100.00	"M262Be"
"Abies concolor"	80.42	"M262Bf"
"Abies concolor"	100.00	"M262Bg"
"Abies concolor"	100.00	"M262Bh"
"Abies concolor"	100.00	"M262Bi"
"Abies concolor"	100.00	"M262Bj"
"Abies concolor"	100.00	"M262Bk"
"Abies concolor"	100.00	"M262Bl"
"Abies concolor"	100.00	"M262Bm"
"Abies concolor"	100.00	"M262Bn"
"Abies concolor"	100.00	"M262Bo"
"Abies concolor"	88.16	"M262Bp"
"Abies concolor"	100.00	"M313Ab"
"Abies concolor"	100.00	"M313Ac"
"Abies concolor"	97.83	"M313Ad"
"Abies concolor"	100.00	"M313Ae"
"Abies concolor"	100.00	"M313Af"
"Abies concolor"	100.00	"M313Ag"
"Abies concolor"	100.00	"M313Ah"
"Abies concolor"	100.00	"M313Ak"
"Abies concolor"	100.00	"M313Al"
"Abies concolor"	100.00	"M313Am"
"Abies concolor"	29.67	"M313Ba"
"Abies concolor"	100.00	"M313Bb"
"Abies concolor"	88.54	"M313Bd"
"Abies concolor"	91.81	"M313Bf"
"Abies concolor"	100.00	"M313Bg"
"Abies concolor"	41.84	"M331Di"
"Abies concolor"	15.35	"M331Dm"
"Abies concolor"	92.12	"M331Dn"
"Abies concolor"	47.35	"M331Do"
"Abies concolor"	100.00	"M331Dq"
"Abies concolor"	100.00	"M331Dr"
"Abies concolor"	2.69	"M331Du"
"Abies concolor"	100.00	"M331Dv"
"Abies concolor"	100.00	"M331Dw"
"Abies concolor"	100.00	"M331Dx"
"Abies concolor"	100.00	"M331Dy"
"Abies concolor"	100.00	"M331Dz"
"Abies concolor"	100.00	"M331Ea"
"Abies concolor"	98.25	"M331Eb"
"Abies concolor"	100.00	"M331Ec"
"Abies concolor"	18.07	"M331Ed"
"Abies concolor"	3.37	"M331Ee"
"Abies concolor"	27.16	"M331Eh"
"Abies concolor"	49.31	"M331Ei"
"Abies concolor"	100.00	"M331Ej"
"Abies concolor"	67.16	"M331Ek"
"Abies concolor"	100.00	"M331El"
"Abies concolor"	100.00	"M331Em"
"Abies concolor"	100.00	"M331Fa"
"Abies concolor"	100.00	"M331Fb"
"Abies concolor"	100.00	"M331Fc"
"Abies concolor"	100.00	"M331Ff"
"Abies concolor"	100.00	"M331Fg"
"Abies concolor"	100.00	"M331Fh"
"Abies concolor"	83.14	"M331Gc"
"Abies concolor"	100.00	"M331Gd"
"Abies concolor"	65.71	"M331Gf"
"Abies concolor"	100.00	"M331Gk"
"Abies concolor"	100.00	"M331Gm"
"Abies concolor"	78.17	"M331Gn"
"Abies concolor"	99.99	"M331Gq"
"Abies concolor"	100.00	"M331Gs"
"Abies concolor"	99.97	"M331Gu"
"Abies concolor"	100.00	"M331Gv"
"Abies concolor"	42.72	"M331Ha"
"Abies concolor"	63.77	"M331Hb"
"Abies concolor"	5.12	"M331Hd"
"Abies concolor"	47.60	"M331Hf"
"Abies concolor"	6.41	"M331Hg"
"Abies concolor"	89.07	"M331Hh"
"Abies concolor"	0.39	"M331Hl"
"Abies concolor"	35.38	"M331Hm"
"Abies concolor"	94.41	"M331Hn"
"Abies concolor"	5.23	"M331Ib"
"Abies concolor"	41.68	"M331Ic"
"Abies concolor"	53.11	"M331Id"
"Abies concolor"	23.06	"M331Ig"
"Abies concolor"	2.44	"M331Ih"
"Abies concolor"	89.42	"M331Ii"
"Abies concolor"	3.93	"M331Ij"
"Abies concolor"	70.98	"M331Ik"
"Abies concolor"	72.56	"M331Il"
"Abies concolor"	70.87	"M331In"
"Abies concolor"	31.70	"M331Ip"
"Abies concolor"	51.29	"M331Iq"
"Abies concolor"	72.52	"M331Ir"
"Abies concolor"	71.39	"M331Is"
"Abies concolor"	100.00	"M331It"
"Abies concolor"	64.08	"M331Iu"
"Abies concolor"	27.76	"M331Iv"
"Abies concolor"	64.17	"M331Iw"
"Abies concolor"	100.00	"M341Aa"
"Abies concolor"	100.00	"M341Ac"
"Abies concolor"	100.00	"M341Ad"
"Abies concolor"	100.00	"M341Ae"
"Abies concolor"	90.26	"M341Ag"
"Abies concolor"	94.06	"M341Ah"
"Abies concolor"	98.24	"M341Ai"
"Abies concolor"	76.60	"M341Ba"
"Abies concolor"	98.56	"M341Bd"
"Abies concolor"	100.00	"M341Be"
"Abies concolor"	100.00	"M341Bf"
"Abies concolor"	84.48	"M341Bg"
"Abies concolor"	100.00	"M341Cb"
"Abies concolor"	100.00	"M341Cc"
"Abies concolor"	100.00	"M341Cd"
"Abies concolor"	100.00	"M341Ce"
"Abies concolor"	100.00	"M341Cf"
"Abies concolor"	100.00	"M341Cg"
"Abies concolor"	100.00	"M341Ch"
"Abies concolor"	100.00	"M341Ci"
"Abies concolor"	100.00	"M341Cj"
"Abies concolor"	100.00	"M341Ck"
"Abies concolor"	100.00	"M341Cl"
"Abies concolor"	100.00	"M341Cm"
"Abies concolor"	100.00	"M341Cn"
"Abies concolor"	100.00	"M341Cr"
"Abies concolor"	100.00	"M341Cs"
"Abies concolor"	100.00	"M341Ct"
"Abies concolor"	16.15	"M341Di"
"Abies concolor"	73.83	"M341Dj"
"Abies concolor"	15.60	"M341Dl"
"Abies fraseri"	1.64	"221Ja"
"Abies fraseri"	24.90	"221Jb"
"Abies fraseri"	8.09	"221Jc"
"Abies fraseri"	8.53	"231Ia"
"Abies fraseri"	2.75	"M221Aa"
"Abies fraseri"	4.46	"M221Ab"
"Abies fraseri"	17.08	"M221Db"
"Abies fraseri"	65.39	"M221Dc"
"Abies fraseri"	44.96	"M221Dd"
"Abies grandis"	100.00	"242Aa"
"Abies grandis"	100.00	"242Ab"
"Abies grandis"	100.00	"242Ac"
"Abies grandis"	100.00	"242Ad"
"Abies grandis"	100.00	"242Ae"
"Abies grandis"	100.00	"242Af"
"Abies grandis"	100.00	"242Ag"
"Abies grandis"	100.00	"242Ah"
"Abies grandis"	100.00	"242Ai"
"Abies grandis"	100.00	"242Ba"
"Abies grandis"	100.00	"242Bb"
"Abies grandis"	100.00	"242Bd"
"Abies grandis"	100.00	"263Ab"
"Abies grandis"	100.00	"263Ae"
"Abies grandis"	100.00	"263Af"
"Abies grandis"	100.00	"263Ag"
"Abies grandis"	88.21	"263Aj"
"Abies grandis"	0.39	"263Al"
"Abies grandis"	43.60	"263Am"
"Abies grandis"	100.00	"331Aa"
"Abies grandis"	100.00	"331Ac"
"Abies grandis"	91.02	"331Af"
"Abies grandis"	100.00	"331Ai"
"Abies grandis"	55.07	"331Da"
"Abies grandis"	9.11	"331Dh"
"Abies grandis"	61.15	"342Ba"
"Abies grandis"	31.68	"342Bb"
"Abies grandis"	32.54	"342Bi"
"Abies grandis"	58.93	"342Bj"
"Abies grandis"	100.00	"342Bk"
"Abies grandis"	61.52	"342Bl"
"Abies grandis"	7.94	"342Cb"
"Abies grandis"	49.92	"342Di"
"Abies grandis"	13.78	"342Dk"
"Abies grandis"	3.26	"342Dl"
"Abies grandis"	23.34	"342Dm"
"Abies grandis"	65.23	"342Ha"
"Abies grandis"	72.56	"342Hb"
"Abies grandis"	100.00	"342Hc"
"Abies grandis"	59.87	"342Hd"
"Abies grandis"	47.21	"342He"
"Abies grandis"	16.93	"342Ia"
"Abies grandis"	20.05	"342Ib"
"Abies grandis"	65.11	"342Ic"
"Abies grandis"	22.54	"342Id"
"Abies grandis"	41.27	"342Ie"
"Abies grandis"	77.68	"342Ig"
"Abies grandis"	93.74	"342Im"
"Abies grandis"	89.75	"M242Aa"
"Abies grandis"	100.00	"M242Ac"
"Abies grandis"	97.36	"M242Ad"
"Abies grandis"	100.00	"M242Ae"
"Abies grandis"	84.02	"M242Af"
"Abies grandis"	100.00	"M242Ag"
"Abies grandis"	100.00	"M242Ah"
"Abies grandis"	100.00	"M242Ai"
"Abies grandis"	99.99	"M242Ba"
"Abies grandis"	100.00	"M242Bb"
"Abies grandis"	100.00	"M242Bc"
"Abies grandis"	100.00	"M242Be"
"Abies grandis"	100.00	"M242Bg"
"Abies grandis"	100.00	"M242Ca"
"Abies grandis"	100.00	"M242Cb"
"Abies grandis"	100.00	"M242Cc"
"Abies grandis"	100.00	"M242Cd"
"Abies grandis"	73.38	"M242Ce"
"Abies grandis"	100.00	"M242Cf"
"Abies grandis"	100.00	"M242Da"
"Abies grandis"	100.00	"M242Db"
"Abies grandis"	100.00	"M242Dd"
"Abies grandis"	100.00	"M242De"
"Abies grandis"	100.00	"M242Df"
"Abies grandis"	100.00	"M242Dg"
"Abies grandis"	100.00	"M242Dh"
"Abies grandis"	100.00	"M261Aa"
"Abies grandis"	100.00	"M261Ab"
"Abies grandis"	61.38	"M261Ac"
"Abies grandis"	100.00	"M261Ad"
"Abies grandis"	100.00	"M261Ae"
"Abies grandis"	100.00	"M261Af"
"Abies grandis"	100.00	"M261Ag"
"Abies grandis"	100.00	"M261Ah"
"Abies grandis"	27.81	"M261Ai"
"Abies grandis"	95.08	"M261Aj"
"Abies grandis"	100.00	"M261Ao"
"Abies grandis"	100.00	"M261Ap"
"Abies grandis"	100.00	"M261Aq"
"Abies grandis"	88.95	"M261Ar"
"Abies grandis"	89.42	"M261Au"
"Abies grandis"	100.00	"M261Av"
"Abies grandis"	100.00	"M261Ax"
"Abies grandis"	100.00	"M261Ay"
"Abies grandis"	43.29	"M261Ba"
"Abies grandis"	82.15	"M261Bb"
"Abies grandis"	100.00	"M261Da"
"Abies grandis"	100.00	"M261Db"
"Abies grandis"	100.00	"M261Df"
"Abies grandis"	77.97	"M261Dh"
"Abies grandis"	97.29	"M261Di"
"Abies grandis"	23.78	"M261Dj"
"Abies grandis"	84.44	"M261Ga"
"Abies grandis"	30.63	"M261Gc"
"Abies grandis"	1.93	"M261Gd"
"Abies grandis"	5.34	"M261Gj"
"Abies grandis"	100.00	"M332Aa"
"Abies grandis"	99.08	"M332Ab"
"Abies grandis"	1.14	"M332Abb"
"Abies grandis"	100.00	"M332Ac"
"Abies grandis"	100.00	"M332Ad"
"Abies grandis"	100.00	"M332Ae"
"Abies grandis"	100.00	"M332Af"
"Abies grandis"	90.80	"M332Ag"
"Abies grandis"	100.00	"M332Ah"
"Abies grandis"	99.73	"M332Ai"
"Abies grandis"	100.00	"M332Aj"
"Abies grandis"	98.76	"M332Ak"
"Abies grandis"	100.00	"M332Al"
"Abies grandis"	99.95	"M332All"
"Abies grandis"	100.00	"M332Am"
"Abies grandis"	100.00	"M332An"
"Abies grandis"	99.95	"M332Ao"
"Abies grandis"	0.91	"M332Ap"
"Abies grandis"	100.00	"M332Aq"
"Abies grandis"	23.91	"M332As"
"Abies grandis"	41.56	"M332At"
"Abies grandis"	93.86	"M332Au"
"Abies grandis"	78.16	"M332Av"
"Abies grandis"	39.93	"M332Aw"
"Abies grandis"	20.36	"M332Ax"
"Abies grandis"	70.24	"M332Ay"
"Abies grandis"	100.00	"M332Ba"
"Abies grandis"	100.00	"M332Bb"
"Abies grandis"	99.80	"M332Bc"
"Abies grandis"	59.35	"M332Bd"
"Abies grandis"	97.63	"M332Be"
"Abies grandis"	54.83	"M332Bf"
"Abies grandis"	81.90	"M332Bg"
"Abies grandis"	51.77	"M332Bh"
"Abies grandis"	100.00	"M332Bl"
"Abies grandis"	32.47	"M332Bp"
"Abies grandis"	28.83	"M332De"
"Abies grandis"	99.94	"M332Df"
"Abies grandis"	25.12	"M332Dh"
"Abies grandis"	5.34	"M332Dj"
"Abies grandis"	10.62	"M332Dk"
"Abies grandis"	74.59	"M332Ebb"
"Abies grandis"	1.42	"M332Ee"
"Abies grandis"	97.58	"M332Eee"
"Abies grandis"	54.62	"M332Eg"
"Abies grandis"	99.42	"M332Ehh"
"Abies grandis"	66.81	"M332Ej"
"Abies grandis"	6.26	"M332Ekk"
"Abies grandis"	22.35	"M332Enn"
"Abies grandis"	100.00	"M332Ep"
"Abies grandis"	39.25	"M332Er"
"Abies grandis"	0.36	"M332Fg"
"Abies grandis"	98.15	"M332Fi"
"Abies grandis"	68.66	"M332Gb"
"Abies grandis"	100.00	"M332Gc"
"Abies grandis"	100.00	"M332Gd"
"Abies grandis"	100.00	"M332Ge"
"Abies grandis"	100.00	"M332Gf"
"Abies grandis"	99.03	"M332Gh"
"Abies grandis"	100.00	"M332Gk"
"Abies grandis"	100.00	"M332Gl"
"Abies grandis"	100.00	"M332Gm"
"Abies grandis"	100.00	"M332Gp"
"Abies grandis"	100.00	"M333Aa"
"Abies grandis"	100.00	"M333Ab"
"Abies grandis"	90.90	"M333Ac"
"Abies grandis"	92.88	"M333Ad"
"Abies grandis"	99.90	"M333Ae"
"Abies grandis"	100.00	"M333Ag"
"Abies grandis"	100.00	"M333Ah"
"Abies grandis"	41.97	"M333Ai"
"Abies grandis"	100.00	"M333Ba"
"Abies grandis"	100.00	"M333Bb"
"Abies grandis"	100.00	"M333Bc"
"Abies grandis"	100.00	"M333Ca"
"Abies grandis"	92.22	"M333Cb"
"Abies grandis"	100.00	"M333Cc"
"Abies grandis"	78.65	"M333Ce"
"Abies grandis"	100.00	"M333Cf"
"Abies grandis"	21.62	"M333Cg"
"Abies grandis"	93.57	"M333Ch"
"Abies grandis"	100.00	"M333Da"
"Abies grandis"	100.00	"M333Db"
"Abies grandis"	100.00	"M333Dc"
"Abies grandis"	100.00	"M333Dd"
"Abies grandis"	100.00	"M333De"
"Abies lasiocarpa"	100.00	"242Aa"
"Abies lasiocarpa"	100.00	"242Ab"
"Abies lasiocarpa"	12.38	"242Ac"
"Abies lasiocarpa"	74.17	"242Ad"
"Abies lasiocarpa"	100.00	"242Ae"
"Abies lasiocarpa"	71.03	"242Af"
"Abies lasiocarpa"	53.43	"242Ag"
"Abies lasiocarpa"	90.91	"242Ah"
"Abies lasiocarpa"	100.00	"242Ai"
"Abies lasiocarpa"	5.90	"242Ba"
"Abies lasiocarpa"	61.19	"242Bb"
"Abies lasiocarpa"	59.83	"242Bd"
"Abies lasiocarpa"	24.17	"342Ba"
"Abies lasiocarpa"	1.07	"342Bb"
"Abies lasiocarpa"	25.35	"342Ha"
