"Species"	"SumOfkm2"
"Aquilegia longissima"	71316.41
"Aquilegia micrantha"	256747.55
"Aquilegia pubescens"	125060.44
"Aquilegia rubicunda"	16545.03
"Aquilegia saximontana"	37937.24
"Aquilegia scopulorum"	270756.15
"Aquilegia shockleyi"	289826.42
"Arabidopsis lyrata"	788643.18
"Arabis aculeolata"	85294.97
"Arabis alpina"	8410.02
"Arabis blepharophylla"	21395.15
"Arabis crucisetosa"	35326.48
"Arabis eschscholtziana"	1168562.77
"Arabis furcata"	89316.84
"Arabis georgiana"	27214.54
"Arabis macdonaldiana"	44794.63
"Arabis modesta"	46473.54
"Arabis nuttallii"	587091.08
"Arabis olympica"	9125.77
"Arabis oregana"	52583.12
"Arabis patens"	77564.53
"Arabis pycnocarpa"	3010622.79
"Aralia californica"	220660.08
"Aralia hispida"	722277.70
"Aralia humilis"	78048.10
"Aralia nudicaulis"	1657392.97
"Aralia racemosa"	2029939.22
"Aralia spinosa"	1446077.32
"Arbutus arizonica"	74082.28
"Arbutus menziesii"	354681.06
"Arbutus xalapensis"	133680.85
"Arceuthobium abietinum"	571734.19
"Arceuthobium americanum"	1125473.90
"Arceuthobium apachecum"	166534.55
"Arceuthobium blumeri"	39647.28
"Arceuthobium californicum"	176949.28
"Arceuthobium campylopodum"	811801.52
"Arceuthobium cyanocarpum"	871737.00
"Arceuthobium divaricatum"	1063584.67
"Arceuthobium douglasii"	1316457.73
"Arceuthobium gillii"	51681.08
"Arceuthobium laricis"	269260.29
"Arceuthobium littorum"	35721.82
"Arceuthobium microcarpum"	139604.00
"Arceuthobium monticola"	31646.94
"Arceuthobium occidentale"	234195.49
"Arceuthobium pusillum"	426922.64
"Arceuthobium siskiyouense"	49308.02
"Arceuthobium tsugense"	237843.46
"Arceuthobium vaginatum"	799034.81
"Arctomecon californica"	62082.72
"Arctomecon humilis"	41184.83
"Arctomecon merriamii"	174114.13
"Arctostaphylos andersonii"	5574.42
"Arctostaphylos auriculata"	1852.45
"Arctostaphylos bakeri"	4107.61
"Arctostaphylos canescens"	138603.41
"Arctostaphylos catalinae"	10401.81
"Arctostaphylos columbiana"	172343.04
"Arctostaphylos confertiflora"	6920.71
"Arctostaphylos crustacea"	54172.88
"Arctostaphylos cruzensis"	16886.46
"Arctostaphylos densiflora"	4107.61
"Arctostaphylos edmundsii"	8401.42
"Arctostaphylos franciscana"	104.98
"Arctostaphylos gabilanensis"	12004.44
"Arctostaphylos glandulosa"	231634.72
"Arctostaphylos glauca"	228943.62
"Arctostaphylos glutinosa"	1119.18
"Arctostaphylos hispidula"	61025.87
"Arctostaphylos hookeri"	18110.63
"Arctostaphylos hooveri"	16886.46
"Arctostaphylos imbricata"	1103.50
"Arctostaphylos insularis"	6920.71
"Arctostaphylos klamathensis"	34727.06
"Arctostaphylos luciana"	8485.03
"Arctostaphylos malloryi"	21298.30
"Arctostaphylos manzanita"	157987.65
"Arctostaphylos mewukka"	104991.92
"Arctostaphylos montana"	1365.32
"Arctostaphylos montaraensis"	1103.50
"Arctostaphylos montereyensis"	16886.46
"Arctostaphylos morroensis"	8485.03
"Arctostaphylos myrtifolia"	4253.46
"Arctostaphylos nevadensis"	489404.03
"Arctostaphylos nissenana"	14045.51
"Arctostaphylos nortensis"	6813.75
"Arctostaphylos nummularia"	28445.79
"Arctostaphylos obispoensis"	16886.46
"Arctostaphylos ohloneana"	1119.18
"Arctostaphylos osoensis"	8485.03
"Arctostaphylos otayensis"	10952.72
"Arctostaphylos pacifica"	1103.50
"Arctostaphylos pajaroensis"	13123.62
"Arctostaphylos pallida"	3734.02
"Arctostaphylos parryana"	66736.38
"Arctostaphylos patula"	1107231.33
"Arctostaphylos pechoensis"	15405.74
"Arctostaphylos pilosula"	16886.46
"Arctostaphylos pringlei"	347457.65
"Arctostaphylos pumila"	8401.42
"Arctostaphylos pungens"	733152.55
"Arctostaphylos purissima"	6920.71
"Arctostaphylos rainbowensis"	10952.72
"Arctostaphylos refugioensis"	59025.56
"Arctostaphylos regismontana"	5574.42
"Arctostaphylos rudis"	15405.74
"Arctostaphylos sensitiva"	3483.04
"Arctostaphylos silvicola"	1119.18
"Arctostaphylos stanfordiana"	55124.16
"Arctostaphylos tomentosa"	28278.09
"Arctostaphylos uva-ursi"	2497959.00
"Arctostaphylos virgata"	1260.34
"Arctostaphylos viridissima"	6920.71
"Arctostaphylos viscida"	235418.30
"Arctous alpinus"	16075.68
"Arctous ruber"	18025.92
"Arcytophyllum fasciculatum"	70030.45
"Ardisia escallonioides"	61882.34
"Arenaria benthamii"	197995.42
"Arenaria lanuginosa"	966745.09
"Arenaria livermorensis"	5920.34
"Arenaria ludens"	31710.51
"Arenaria paludicola"	35484.19
"Arethusa bulbosa"	537415.07
"Argemone aenea"	110583.41
"Argemone albiflora"	449481.98
"Argemone arizonica"	69387.16
"Argemone aurantiaca"	70697.30
"Argemone chisosensis"	98637.81
"Argemone corymbosa"	393496.01
"Argemone gracilenta"	191798.35
"Argemone hispida"	289490.62
"Argemone mexicana"	100617.66
"Argemone munita"	1046229.82
"Argemone parva"	54220.98
"Argemone pleiacantha"	399238.30
"Argemone polyanthemos"	1620589.91
"Argemone sanguinea"	182792.78
"Argemone squarrosa"	509711.36
"Argusia gnaphalodes"	26646.02
"Argyrochosma dealbata"	244566.69
"Argyrochosma fendleri"	294571.51
"Argyrochosma incana"	29288.28
"Argyrochosma jonesii"	414567.27
"Argyrochosma limitanea"	489021.48
"Argyrochosma microphylla"	170257.98
"Argythamnia adenophora"	87020.81
"Argythamnia aphoroides"	38506.31
"Argythamnia argyraea"	10725.87
"Argythamnia blodgettii"	7629.71
"Argythamnia brandegeei"	38024.64
"Argythamnia californica"	93633.11
"Argythamnia claryana"	153270.36
"Argythamnia cyanophylla"	215603.52
"Argythamnia humilis"	641109.64
"Argythamnia lanceolata"	202196.74
"Argythamnia mercurialina"	543972.20
"Argythamnia neomexicana"	557687.27
"Argythamnia serrata"	131657.75
"Argythamnia simulans"	83272.23
"Ariocarpus fissuratus"	82860.14
"Arisaema dracontium"	2411887.02
"Arisaema triphyllum"	3252160.38
"Aristida adscensionis"	1480007.93
"Aristida arizonica"	775275.24
"Aristida basiramea"	634099.37
"Aristida beyrichiana"	276749.18
"Aristida californica"	328990.76
"Aristida condensata"	200299.92
"Aristida desmantha"	223225.90
"Aristida dichotoma"	1737828.05
"Aristida divaricata"	1012650.94
"Aristida floridana"	2517.32
"Aristida gypsophila"	9838.47
"Aristida gyrans"	94097.93
"Aristida havardii"	685236.06
"Aristida lanosa"	586061.70
"Aristida longespica"	1838588.56
"Aristida mohrii"	48795.67
"Aristida oligantha"	2756797.22
"Aristida palustris"	281882.90
"Aristida pansa"	514772.49
"Aristida patula"	113388.18
"Aristida purpurascens"	1755036.23
"Aristida purpurea"	3537762.44
"Aristida ramosissima"	187778.88
"Aristida rhizomophora"	49484.71
"Aristida schiedeana"	433335.99
"Aristida simpliciflora"	65979.31
"Aristida spiciformis"	207949.30
"Aristida stricta"	61391.54
"Aristida ternipes"	786364.58
"Aristida tuberculosa"	293835.61
"Aristocapsa insignis"	16886.46
"Aristolochia coryi"	118581.94
"Aristolochia erecta"	153528.33
"Aristolochia pentandra"	14891.76
"Aristolochia reticulata"	210302.23
"Aristolochia watsonii"	266520.06
"Aristolochia wrightii"	67794.32
"Armeria maritima"	172248.71
"Arnica acaulis"	222212.39
"Arnica angustifolia"	132623.01
"Arnica cernua"	49045.56
"Arnica chamissonis"	1669350.02
"Arnica cordifolia"	1976677.65
"Arnica dealbata"	131952.88
"Arnica discoidea"	372702.60
"Arnica fulgens"	1340689.70
"Arnica gracilis"	588586.52
"Arnica lanceolata"	784907.89
"Arnica latifolia"	1128753.73
"Arnica lonchophylla"	82628.93
"Arnica longifolia"	1246670.73
"Arnica mollis"	1546291.78
"Arnica nevadensis"	441140.57
"Arnica ovata"	826693.48
"Arnica parryi"	1189933.90
"Arnica rydbergii"	622313.05
"Arnica sororia"	1130145.39
"Arnica spathulata"	65215.61
"Arnica venosa"	18286.93
"Arnica viscosa"	65877.60
"Arnoglossum album"	3374.92
"Arnoglossum atriplicifolium"	1396000.12
"Arnoglossum diversifolium"	22192.08
"Arnoglossum floridanum"	71125.42
"Arnoglossum ovatum"	451517.89
"Arnoglossum plantagineum"	996665.82
"Arnoglossum reniforme"	495143.77
"Arnoglossum sulcatum"	51919.16
"Aronia arbutifolia"	1269825.87
"Aronia melanocarpa"	959610.02
"Aronia prunifolia"	806272.35
"Artemisia albicans"	290503.96
"Artemisia arbuscula"	1329726.06
"Artemisia bigelovii"	965348.55
"Artemisia borealis"	427227.39
"Artemisia californica"	132909.27
"Artemisia campestris"	2877582.53
"Artemisia cana"	1867681.30
"Artemisia capitata"	236502.34
"Artemisia carruthii"	1229517.37
"Artemisia constricta"	20897.89
"Artemisia douglasiana"	770686.13
"Artemisia dracunculus"	3683157.34
"Artemisia filifolia"	1443209.33
"Artemisia franserioides"	411691.81
"Artemisia frigida"	2329373.14
"Artemisia furcata"	32617.83
"Artemisia inaequifolia"	141516.30
"Artemisia longifolia"	534002.39
"Artemisia ludoviciana"	4899742.93
"Artemisia macarthuri"	241128.75
"Artemisia mexicana"	1163021.39
"Artemisia michauxiana"	1002970.07
"Artemisia nesiotica"	22109.88
"Artemisia norvegica"	361002.92
"Artemisia nova"	1486551.16
"Artemisia packardiae"	158692.96
"Artemisia palmeri"	10952.72
"Artemisia papposa"	149685.52
"Artemisia parryi"	105624.14
"Artemisia pedatifida"	212446.61
"Artemisia porteri"	48755.14
"Artemisia potentilloides"	341507.48
"Artemisia pycnocephala"	68391.84
"Artemisia pygmaea"	471582.28
"Artemisia rigida"	276956.80
"Artemisia rothrockii"	167870.68
"Artemisia ruthiae"	16903.98
"Artemisia scopulorum"	561667.54
"Artemisia simplex"	56702.51
"Artemisia suksdorfii"	122573.89
"Artemisia tilesii"	210540.23
"Artemisia tridentata"	2345617.07
"Artemisia tripartita"	652923.45
"Arthrocnemum subterminale"	229568.93
"Aruncus dioicus"	1005823.08
"Arundinaria appalachiana"	54119.43
"Arundinaria gigantea"	1290433.40
"Arundinaria tecta"	351995.28
"Asanthus squamulosus"	49257.68
"Asarum canadense"	2109447.14
"Asarum caudatum"	441200.23
"Asarum hartwegii"	127611.10
"Asarum lemmonii"	38190.06
"Asarum marmoratum"	71503.91
"Asarum wagneri"	48198.52
"Asclepias albicans"	181128.19
"Asclepias amplexicaulis"	1690109.71
"Asclepias angustifolia"	42819.34
"Asclepias arenaria"	690989.96
"Asclepias asperula"	1932922.37
"Asclepias brachystephana"	415853.26
"Asclepias californica"	247115.80
"Asclepias cinerea"	143693.81
"Asclepias connivens"	136888.42
"Asclepias cordifolia"	306888.67
"Asclepias cryptoceras"	811617.25
"Asclepias curtissii"	73520.83
"Asclepias cutleri"	147617.45
"Asclepias eastwoodiana"	121225.86
"Asclepias emoryi"	187456.05
"Asclepias engelmanniana"	1351767.14
"Asclepias eriocarpa"	203890.61
"Asclepias erosa"	477727.32
"Asclepias exaltata"	1094712.50
"Asclepias fascicularis"	970593.78
"Asclepias feayi"	65236.91
"Asclepias glaucescens"	161230.70
"Asclepias hallii"	346294.02
"Asclepias humistrata"	346915.51
"Asclepias hypoleuca"	117352.72
"Asclepias incarnata"	3245769.01
"Asclepias involucrata"	578006.00
"Asclepias labriformis"	112006.49
"Asclepias lanceolata"	410790.51
"Asclepias lanuginosa"	318599.91
"Asclepias latifolia"	1292085.27
"Asclepias lemmonii"	42819.34
"Asclepias linaria"	154086.55
"Asclepias linearis"	78613.22
"Asclepias longifolia"	979303.66
"Asclepias macrosperma"	225662.59
"Asclepias macrotis"	362003.07
"Asclepias meadii"	95028.66
"Asclepias michauxii"	218439.11
"Asclepias nummularia"	93662.36
"Asclepias nyctaginifolia"	335231.86
"Asclepias obovata"	320309.83
"Asclepias oenotheroides"	797660.14
"Asclepias ovalifolia"	532814.59
"Asclepias pedicellata"	156456.25
"Asclepias perennis"	751250.27
"Asclepias prostrata"	9926.17
"Asclepias pumila"	1000339.89
"Asclepias purpurascens"	919827.57
"Asclepias quadrifolia"	1018395.27
"Asclepias quinquedentata"	171824.92
"Asclepias rubra"	210623.31
"Asclepias rusbyi"	349529.82
"Asclepias ruthiae"	192855.59
"Asclepias sanjuanensis"	57527.37
"Asclepias scaposa"	45438.56
"Asclepias solanoana"	53585.90
"Asclepias speciosa"	3447340.12
"Asclepias sperryi"	28315.89
"Asclepias stenophylla"	768051.64
"Asclepias subulata"	295959.06
"Asclepias subverticillata"	1277012.15
"Asclepias sullivantii"	557855.81
"Asclepias syriaca"	2608025.02
"Asclepias texana"	66732.37
"Asclepias tomentosa"	134029.27
"Asclepias tuberosa"	3834117.81
"Asclepias uncialis"	221806.02
"Asclepias variegata"	1335711.65
"Asclepias verticillata"	3353626.70
"Asclepias vestita"	206827.39
"Asclepias viridiflora"	3207960.51
"Asclepias viridis"	1120945.70
"Asclepias viridula"	26028.32
"Asclepias welshii"	113841.34
"Asemeia grandiflora"	451709.76
"Asimina angustifolia"	43746.19
"Asimina incana"	85811.09
"Asimina obovata"	54732.60
"Asimina parviflora"	389181.58
"Asimina pygmea"	91649.22
"Asimina reticulata"	97776.09
"Asimina spatulata"	104108.99
"Asimina tetramera"	6527.87
"Asimina triloba"	1822063.84
"Askellia elegans"	137798.11
"Askellia pygmaea"	703557.85
"Aspicarpa hyssopifolia"	115441.61
"Aspicarpa longipes"	57601.42
"Aspidotis californica"	194641.80
"Aspidotis carlotta-halliae"	23631.39
"Aspidotis densa"	724945.83
"Asplenium abscissum"	25079.97
"Asplenium adiantum-nigrum"	56510.68
"Asplenium bradleyi"	325092.07
"Asplenium cristatum"	6849.49
"Asplenium dalhousiae"	39647.28
"Asplenium dentatum"	16350.28
"Asplenium ebenoides"	160572.09
"Asplenium erosum"	18524.46
"Asplenium exiguum"	19096.40
"Asplenium heterochroum"	35159.35
"Asplenium monanthes"	29175.77
"Asplenium montanum"	421038.02
"Asplenium palmeri"	54211.88
"Asplenium pinnatifidum"	396663.60
"Asplenium platyneuron"	2698424.94
"Asplenium plenum"	5590.27
"Asplenium pumilum"	12647.97
"Asplenium resiliens"	1054382.76
"Asplenium rhizophyllum"	1353153.94
"Asplenium ruta-muraria"	353363.55
"Asplenium scolopendrium"	26634.74
"Asplenium septentrionale"	556506.58
"Asplenium serratum"	18519.23
"Asplenium trichomanes"	1767164.35
"Asplenium tutwilerae"	1697.61
"Asplenium verecundum"	30581.31
"Asplenium vespertinum"	28187.44
"Asplenium viride"	355860.15
"Aster alpinus"	44671.24
"Astilbe biternata"	120366.24
"Astilbe crenatiloba"	909.10
"Astragalus accidens"	87171.88
"Astragalus accumbens"	46659.82
"Astragalus ackermanii"	48444.40
"Astragalus acutirostris"	321126.54
"Astragalus adanus"	127294.94
"Astragalus aequalis"	20897.89
"Astragalus agnicidus"	18098.25
"Astragalus agrestis"	2148714.48
"Astragalus albens"	52104.85
"Astragalus albulus"	193334.12
"Astragalus allochrous"	623292.30
"Astragalus alpinus"	934047.34
"Astragalus altus"	17148.13
"Astragalus alvordensis"	85303.79
"Astragalus amblytropis"	24629.12
"Astragalus americanus"	283395.76
"Astragalus amnis-amissi"	18585.41
"Astragalus amphioxys"	672582.46
"Astragalus ampullarius"	100138.71
"Astragalus andersonii"	67404.87
"Astragalus anisus"	16673.21
"Astragalus anserinus"	65472.71
"Astragalus anxius"	12266.76
"Astragalus applegatei"	15903.11
"Astragalus aquilonius"	30425.67
"Astragalus aretioides"	159563.95
"Astragalus argophyllus"	841413.49
"Astragalus aridus"	107934.81
"Astragalus arizonicus"	245669.80
"Astragalus arrectus"	85309.65
"Astragalus arthurii"	48143.58
"Astragalus asclepiadoides"	112836.00
"Astragalus asotinensis"	3878.18
"Astragalus asymmetricus"	84344.11
"Astragalus atratus"	402677.68
"Astragalus atropubescens"	121403.57
"Astragalus austiniae"	27576.47
"Astragalus australis"	674260.20
"Astragalus avonensis"	32891.72
"Astragalus barrii"	135736.14
"Astragalus beathii"	48318.62
"Astragalus beatleyae"	47053.01
"Astragalus beckwithii"	642336.52
"Astragalus bernardinus"	118457.95
"Astragalus bibullatus"	2989.05
"Astragalus bicristatus"	10401.81
"Astragalus bisulcatus"	1642464.33
"Astragalus bodinii"	283023.40
"Astragalus bolanderi"	96340.67
"Astragalus bourgovii"	154270.78
"Astragalus brandegeei"	343661.14
"Astragalus brauntonii"	17234.72
"Astragalus brazoensis"	71800.78
"Astragalus breweri"	25491.42
"Astragalus californicus"	44555.66
"Astragalus callithrix"	74640.36
"Astragalus calycosus"	983116.30
"Astragalus camptopus"	28016.07
"Astragalus canadensis"	3300173.46
"Astragalus caricinus"	109366.25
"Astragalus casei"	189033.03
"Astragalus castaneiformis"	176630.90
"Astragalus castetteri"	20866.44
"Astragalus ceramicus"	1068465.07
"Astragalus cerussatus"	60968.57
"Astragalus chamaeleuce"	261216.18
"Astragalus chamaemeniscus"	112829.10
"Astragalus chloodes"	11624.68
"Astragalus chuskanus"	57527.37
"Astragalus cibarius"	722711.83
"Astragalus cimae"	144837.51
"Astragalus clarianus"	6135.25
"Astragalus clevelandii"	26470.51
"Astragalus cliffordii"	14195.26
"Astragalus cobrensis"	173154.36
"Astragalus coccineus"	302690.51
"Astragalus collinus"	163718.54
"Astragalus coltonii"	232560.03
"Astragalus columbianus"	21753.58
"Astragalus concordius"	14804.09
"Astragalus congdonii"	47630.66
"Astragalus conjunctus"	168111.65
"Astragalus consobrinus"	38428.45
"Astragalus convallarius"	743111.39
"Astragalus cottonii"	4485.25
"Astragalus crassicarpus"	2521588.50
"Astragalus cremnophylax"	48318.62
"Astragalus cronquistii"	25801.70
"Astragalus crotalariae"	55829.95
"Astragalus curtipes"	32197.55
"Astragalus curvicarpus"	533950.75
"Astragalus cusickii"	115736.18
"Astragalus cyaneus"	25859.32
"Astragalus cymboides"	45476.13
"Astragalus deanei"	10952.72
"Astragalus debequaeus"	16384.33
"Astragalus desereticus"	5558.76
"Astragalus desperatus"	230066.58
"Astragalus deterior"	5289.20
"Astragalus detritalis"	40698.20
"Astragalus diaphanus"	56325.37
"Astragalus didymocarpus"	479126.11
"Astragalus diphysus"	727114.93
"Astragalus distortus"	532547.86
"Astragalus diversifolius"	194624.16
"Astragalus douglasii"	132904.47
"Astragalus drabelliformis"	50550.36
"Astragalus drummondii"	943807.74
"Astragalus duchesnensis"	42585.06
"Astragalus eastwoodiae"	106545.34
"Astragalus egglestonii"	144870.64
"Astragalus emoryanus"	369417.23
"Astragalus endopterus"	48318.62
"Astragalus ensiformis"	127685.22
"Astragalus episcopus"	230888.03
"Astragalus eremiticus"	504726.72
"Astragalus ertterae"	21119.11
"Astragalus eucosmus"	417889.70
"Astragalus eurekensis"	113611.70
"Astragalus eurylobus"	109515.63
"Astragalus feensis"	41429.30
"Astragalus filipes"	766805.70
"Astragalus flavus"	586038.47
"Astragalus flexuosus"	1398532.97
"Astragalus fucatus"	225685.94
"Astragalus funereus"	122009.27
"Astragalus gambelianus"	266241.41
"Astragalus geyeri"	967047.76
"Astragalus gibbsii"	76111.37
"Astragalus giganteus"	97940.05
"Astragalus gilensis"	225661.20
"Astragalus gilmanii"	101111.38
"Astragalus gilviflorus"	892713.22
"Astragalus gracilis"	1081591.61
"Astragalus grayi"	170068.21
"Astragalus gypsodes"	39361.67
"Astragalus hallii"	521261.64
"Astragalus hamiltonii"	11624.68
"Astragalus harrisonii"	30533.08
"Astragalus hartwegii"	15924.34
"Astragalus heilii"	14195.26
"Astragalus holmgreniorum"	41184.83
"Astragalus hoodianus"	14651.42
"Astragalus hornii"	132768.56
"Astragalus howellii"	31100.15
"Astragalus humillimus"	19628.85
"Astragalus humistratus"	803031.24
"Astragalus hyalinus"	286025.90
"Astragalus hypoxylus"	19096.40
"Astragalus inflexus"	322564.96
"Astragalus insularis"	214506.47
"Astragalus inversus"	49578.06
"Astragalus inyoensis"	109229.76
"Astragalus iodanthus"	472263.74
"Astragalus iodopetalus"	80237.84
"Astragalus iselyi"	30071.71
"Astragalus jaegerianus"	52104.85
"Astragalus jejunus"	180920.00
"Astragalus johannis-howellii"	18003.43
"Astragalus kelseyae"	1428.30
"Astragalus kentrophyta"	1551745.98
"Astragalus kerrii"	12474.33
"Astragalus knightii"	9625.89
"Astragalus lackschewitzii"	10196.31
"Astragalus laxmannii"	1416264.31
"Astragalus layneae"	249349.11
"Astragalus leibergii"	39521.84
"Astragalus lemmonii"	158751.11
"Astragalus lentiformis"	6744.92
"Astragalus lentiginosus"	1791692.13
"Astragalus leptaleus"	136792.01
"Astragalus leptocarpus"	264512.75
"Astragalus leucolobus"	148424.09
"Astragalus limnocharis"	41836.22
"Astragalus lindheimeri"	239156.32
"Astragalus linifolius"	22766.79
"Astragalus loanus"	24890.19
"Astragalus lonchocarpus"	686332.22
"Astragalus lotiflorus"	1743457.58
"Astragalus lutosus"	66941.89
"Astragalus lyallii"	38613.29
"Astragalus macrodon"	46395.95
"Astragalus magdalenae"	22584.90
"Astragalus malacoides"	51045.59
"Astragalus malacus"	384458.63
"Astragalus megacarpus"	451701.73
"Astragalus michauxii"	59218.77
"Astragalus microcymbus"	16673.21
"Astragalus microcystis"	159832.95
"Astragalus micromerius"	72721.12
"Astragalus miguelensis"	22109.88
"Astragalus minthorniae"	227556.12
"Astragalus misellus"	103888.27
"Astragalus miser"	1103101.81
"Astragalus missouriensis"	1986460.05
"Astragalus moencoppensis"	186279.56
"Astragalus mohavensis"	214176.60
"Astragalus mokiacensis"	180427.30
"Astragalus mollissimus"	1493419.47
"Astragalus molybdenus"	30946.23
"Astragalus monoensis"	34630.23
"Astragalus monumentalis"	98156.98
"Astragalus mulfordae"	53271.77
