"Species"	"SumOfkm2"
"Manihot davisiae"	26895.00
"Manihot subspicata"	4063.71
"Manihot walkerae"	11884.87
"Manilkara jaimiqui"	12808.02
"Marah fabaceus"	331158.57
"Marah gilensis"	202120.50
"Marah horridus"	79378.08
"Marah macrocarpus"	155794.13
"Marah oreganus"	234083.22
"Marah watsonii"	59975.69
"Margaranthus solanaceus"	276017.57
"Marina calycosa"	87993.96
"Marina diffusa"	3172.05
"Marina orcuttii"	18943.35
"Marina parryi"	307428.04
"Mariosousa millefolia"	77966.60
"Marshallia caespitosa"	413153.91
"Marshallia graminifolia"	381993.37
"Marshallia grandiflora"	34472.04
"Marshallia legrandii"	3527.33
"Marshallia mohrii"	15270.95
"Marshallia obovata"	242036.04
"Marshallia ramosa"	25521.12
"Marshallia trinervia"	99917.27
"Marsilea macropoda"	186363.71
"Marsilea mollis"	212262.59
"Marsilea oligospora"	384021.98
"Marsilea vestita"	3105902.03
"Matelea alabamensis"	13015.18
"Matelea arizonica"	52895.73
"Matelea atrostellata"	15910.30
"Matelea balbisii"	15924.34
"Matelea baldwyniana"	104123.03
"Matelea biflora"	207036.24
"Matelea brevicoronata"	22222.89
"Matelea carolinensis"	374648.17
"Matelea cordifolia"	23722.94
"Matelea cynanchoides"	207278.94
"Matelea decipiens"	404400.77
"Matelea edwardsensis"	61238.21
"Matelea flavidula"	35104.37
"Matelea floridana"	51027.59
"Matelea obliqua"	204293.42
"Matelea parviflora"	47798.29
"Matelea parvifolia"	275235.47
"Matelea producta"	390593.13
"Matelea pubiflora"	54346.70
"Matelea radiata"	9678.42
"Matelea reticulata"	223093.82
"Matelea sagittifolia"	40497.77
"Matelea texensis"	15910.30
"Matelea woodsonii"	13653.67
"Matricaria discoidea"	3801950.02
"Matricaria occidentalis"	286215.41
"Matteuccia struthiopteris"	1106971.64
"Maurandella antirrhiniflora"	812529.33
"Maxillaria parviflora"	5178.30
"Mayaca fluviatilis"	381052.35
"Maytenus phyllanthoides"	30075.59
"Mecardonia acuminata"	1182414.61
"Mecardonia procumbens"	489538.43
"Meconella californica"	137852.47
"Meconella denticulata"	51994.62
"Meconella oregana"	65895.73
"Medeola virginiana"	1313806.04
"Meehania cordata"	142047.31
"Melampodium cinereum"	103130.57
"Melampodium divaricatum"	1222.98
"Melampodium leucanthum"	1048567.03
"Melampodium longicorne"	53131.50
"Melampodium strigosum"	72322.27
"Melampyrum lineare"	1005336.02
"Melanthera angustifolia"	17914.69
"Melanthera nivea"	299135.98
"Melanthera parvifolia"	7629.71
"Melica aristata"	361464.98
"Melica bulbosa"	1606577.40
"Melica californica"	428446.69
"Melica frutescens"	303618.36
"Melica fugax"	543060.91
"Melica geyeri"	173452.05
"Melica harfordii"	352325.80
"Melica imperfecta"	370396.75
"Melica montezumae"	72295.86
"Melica mutica"	1224032.16
"Melica nitens"	812503.45
"Melica porteri"	628136.11
"Melica smithii"	252244.02
"Melica spectabilis"	1236787.62
"Melica stricta"	682014.59
"Melica subulata"	860197.51
"Melica torreyana"	184121.57
"Melochia pyramidata"	239599.33
"Melochia spicata"	52044.77
"Melochia tomentosa"	16098.77
"Melothria pendula"	1429575.74
"Menispermum canadense"	2294446.39
"Menodora heterophylla"	249947.00
"Menodora longiflora"	244509.20
"Menodora scabra"	872886.65
"Menodora spinescens"	282647.60
"Mentha arvensis"	5066580.39
"Mentzelia affinis"	479824.93
"Mentzelia albescens"	73918.72
"Mentzelia albicaulis"	2176628.90
"Mentzelia argillicola"	27546.51
"Mentzelia argillosa"	50204.98
"Mentzelia aspera"	42819.34
"Mentzelia asperula"	181270.90
"Mentzelia candelariae"	94950.15
"Mentzelia canyonensis"	48318.62
"Mentzelia chrysantha"	15902.08
"Mentzelia collomiae"	48318.62
"Mentzelia congesta"	503439.23
"Mentzelia conspicua"	37436.36
"Mentzelia crocea"	43377.19
"Mentzelia cronquistii"	229634.62
"Mentzelia decapetala"	1318137.48
"Mentzelia densa"	35065.44
"Mentzelia desertorum"	239046.29
"Mentzelia dispersa"	2001284.69
"Mentzelia eremophila"	99735.83
"Mentzelia filifolia"	43187.72
"Mentzelia floridana"	57380.03
"Mentzelia flumensevera"	6977.95
"Mentzelia goodrichii"	8427.88
"Mentzelia gracilenta"	172231.26
"Mentzelia hirsutissima"	22584.90
"Mentzelia hispida"	9955.28
"Mentzelia holmgreniorum"	28992.46
"Mentzelia hualapaiensis"	34916.10
"Mentzelia humilis"	55970.39
"Mentzelia incisa"	25424.65
"Mentzelia integra"	214581.41
"Mentzelia involucrata"	353960.33
"Mentzelia inyoensis"	56928.54
"Mentzelia isolata"	54908.39
"Mentzelia jonesii"	471151.11
"Mentzelia laciniata"	194511.55
"Mentzelia laevicaulis"	1813578.20
"Mentzelia lagarosa"	186864.10
"Mentzelia leucophylla"	95497.41
"Mentzelia librina"	15404.42
"Mentzelia lindheimeri"	167142.54
"Mentzelia lindleyi"	142582.93
"Mentzelia longiloba"	800753.14
"Mentzelia marginata"	48459.00
"Mentzelia memorabalis"	34916.10
"Mentzelia mexicana"	25748.78
"Mentzelia micrantha"	112356.74
"Mentzelia mollis"	70735.20
"Mentzelia monoensis"	8118.37
"Mentzelia montana"	1445579.71
"Mentzelia multicaulis"	10825.49
"Mentzelia multiflora"	1164771.74
"Mentzelia nitens"	409234.52
"Mentzelia nuda"	1263513.68
"Mentzelia obscura"	412951.45
"Mentzelia oligosperma"	1121124.35
"Mentzelia oreophila"	387829.41
"Mentzelia pachyrhiza"	25748.78
"Mentzelia packardiae"	25714.72
"Mentzelia paradoxensis"	5815.84
"Mentzelia pectinata"	222636.88
"Mentzelia perennis"	95918.31
"Mentzelia polita"	107918.85
"Mentzelia procera"	51815.90
"Mentzelia pterosperma"	434155.40
"Mentzelia puberula"	34916.10
"Mentzelia pumila"	463145.30
"Mentzelia reflexa"	189602.10
"Mentzelia reverchonii"	433287.25
"Mentzelia rhizomata"	7691.03
"Mentzelia rusbyi"	578631.49
"Mentzelia saxicola"	24215.75
"Mentzelia shultziorum"	21111.87
"Mentzelia sivinskii"	33944.75
"Mentzelia speciosa"	84176.64
"Mentzelia springeri"	14849.80
"Mentzelia strictissima"	71243.86
"Mentzelia thompsonii"	116765.41
"Mentzelia tiehmii"	74599.52
"Mentzelia todiltoensis"	46564.06
"Mentzelia torreyi"	252404.95
"Mentzelia tricuspis"	299414.74
"Mentzelia tridentata"	141264.08
"Mentzelia uintahensis"	60934.30
"Mentzelia veatchiana"	939591.42
"Mentzelia wrightii"	23722.94
"Menyanthes trifoliata"	1976161.99
"Menziesia ferruginea"	519536.54
"Menziesia pilosa"	112072.07
"Merremia dissecta"	173362.02
"Mertensia alpina"	298978.71
"Mertensia arizonica"	428446.39
"Mertensia bella"	94479.29
"Mertensia brevistyla"	401033.82
"Mertensia campanulata"	61045.58
"Mertensia ciliata"	1510557.71
"Mertensia cusickii"	185359.72
"Mertensia franciscana"	624159.76
"Mertensia humilis"	96402.19
"Mertensia lanceolata"	1000524.56
"Mertensia longiflora"	517799.33
"Mertensia macdougalii"	116677.11
"Mertensia maritima"	25021.71
"Mertensia oblongifolia"	1645039.87
"Mertensia paniculata"	633183.39
"Mertensia platyphylla"	208673.12
"Mertensia umbratilis"	91750.61
"Mertensia virginica"	1084774.82
"Mertensia viridis"	976267.16
"Mesadenus lucayanus"	14542.61
"Metopium toxiferum"	17301.25
"Meximalva filipes"	85034.87
"Micranthemum glomeratum"	75430.88
"Micranthemum micranthemoides"	17506.94
"Micranthemum umbrosum"	597776.62
"Micranthes apetala"	115163.55
"Micranthes aprica"	240546.70
"Micranthes bryophora"	195615.83
"Micranthes californica"	327851.89
"Micranthes careyana"	72532.96
"Micranthes caroliniana"	34953.13
"Micranthes eriophora"	87560.86
"Micranthes ferruginea"	386316.49
"Micranthes foliolosa"	12360.95
"Micranthes fragosa"	448508.02
"Micranthes gormanii"	60886.28
"Micranthes hitchcockiana"	4897.60
"Micranthes howellii"	62845.26
"Micranthes idahoensis"	210532.89
"Micranthes integrifolia"	580518.75
"Micranthes lyallii"	157550.45
"Micranthes marshallii"	124812.80
"Micranthes micranthidifolia"	139991.72
"Micranthes nelsoniana"	111238.41
"Micranthes nidifica"	911253.81
"Micranthes nivalis"	42671.38
"Micranthes occidentalis"	702729.11
"Micranthes odontoloma"	1799413.24
"Micranthes oregana"	950674.97
"Micranthes palmeri"	98266.29
"Micranthes pensylvanica"	929131.11
"Micranthes petiolaris"	102594.47
"Micranthes porsildiana"	20244.13
"Micranthes rhomboidea"	1200880.01
"Micranthes rufidula"	198096.48
"Micranthes subapetala"	283910.61
"Micranthes tempestiva"	36389.57
"Micranthes texana"	187428.17
"Micranthes tischii"	9125.77
"Micranthes tolmiei"	450530.59
"Micranthes virginiensis"	1084102.68
"Microchloa kunthii"	47593.46
"Microgilia minutiflora"	224442.41
"Microgramma heterophylla"	12808.02
"Micromonolepis pusilla"	517215.53
"Micropolypodium nimbatum"	1342.43
"Micropus amphibolus"	51654.39
"Micropus californicus"	353350.56
"Microseris acuminata"	162284.96
"Microseris bigelovii"	78138.92
"Microseris borealis"	80013.65
"Microseris campestris"	134889.22
"Microseris douglasii"	220172.21
"Microseris elegans"	179520.71
"Microseris howellii"	15715.67
"Microseris laciniata"	287844.81
"Microseris nutans"	1707515.53
"Microseris paludosa"	37182.11
"Microseris sylvatica"	132092.64
"Microsteris gracilis"	2787539.78
"Microthelys rubrocallosa"	17148.13
"Mikania batatifolia"	18898.99
"Mikania cordifolia"	226703.76
"Mikania scandens"	1432037.81
"Milium effusum"	708348.97
"Milla biflora"	51681.08
"Mimetanthe pilosa"	1096822.03
"Mimosa aculeaticarpa"	804694.41
"Mimosa asperata"	15033.48
"Mimosa borealis"	628359.80
"Mimosa distachya"	23722.94
"Mimosa dysocarpa"	150110.58
"Mimosa emoryana"	43628.78
"Mimosa grahamii"	69645.53
"Mimosa hystricina"	99249.98
"Mimosa latidens"	164324.73
"Mimosa malacophylla"	41898.74
"Mimosa microphylla"	721522.84
"Mimosa nuttallii"	1218846.07
"Mimosa quadrivalvis"	63802.83
"Mimosa roemeriana"	175513.88
"Mimosa rupertiana"	276851.46
"Mimosa strigillosa"	450941.58
"Mimosa texana"	133603.61
"Mimosa turneri"	43451.63
"Mimulus alatus"	1860567.78
"Mimulus alsinoides"	260810.65
"Mimulus ampliatus"	31869.16
"Mimulus androsaceus"	106049.15
"Mimulus angustatus"	76106.28
"Mimulus angustifolius"	16885.69
"Mimulus bicolor"	154597.10
"Mimulus bigelovii"	341679.42
"Mimulus bolanderi"	228113.91
"Mimulus breviflorus"	505701.34
"Mimulus brevipes"	35108.16
"Mimulus breweri"	1072136.51
"Mimulus cardinalis"	789243.58
"Mimulus cleistogamus"	3603.01
"Mimulus clivicola"	92663.31
"Mimulus coccineus"	124229.73
"Mimulus congdonii"	150380.95
"Mimulus constrictus"	48862.95
"Mimulus densus"	348679.73
"Mimulus dentatus"	143684.11
"Mimulus dentilobus"	156674.16
"Mimulus douglasii"	263630.47
"Mimulus eastwoodiae"	273530.01
"Mimulus evanescens"	205973.64
"Mimulus exiguus"	52104.85
"Mimulus filicaulis"	9675.05
"Mimulus filicifolius"	11090.09
"Mimulus floribundus"	1948903.93
"Mimulus gemmiparus"	22353.58
"Mimulus glabratus"	2089924.61
"Mimulus glaucescens"	30954.58
"Mimulus gracilipes"	24938.38
"Mimulus guttatus"	2791784.37
"Mimulus hymenophyllus"	44523.92
"Mimulus inconspicuus"	51975.82
"Mimulus johnstonii"	15189.17
"Mimulus jungermannioides"	34762.11
"Mimulus kelloggii"	210648.25
"Mimulus laciniatus"	52110.62
"Mimulus latidens"	183332.94
"Mimulus layneae"	192645.17
"Mimulus leptaleus"	143329.37
"Mimulus lewisii"	1240543.25
"Mimulus michiganensis"	9058.73
"Mimulus mohavensis"	52104.85
"Mimulus montioides"	223677.53
"Mimulus moschatus"	1414097.64
"Mimulus nanus"	886444.17
"Mimulus nasutus"	171096.42
"Mimulus norrisii"	28133.59
"Mimulus nudatus"	27661.05
"Mimulus palmeri"	93330.16
"Mimulus parishii"	204428.75
"Mimulus parryi"	163194.11
"Mimulus patulus"	76842.39
"Mimulus pictus"	33673.78
"Mimulus primuloides"	1106412.48
"Mimulus pulchellus"	12360.00
"Mimulus pulsiferae"	269116.22
"Mimulus purpureus"	71048.20
"Mimulus pygmaeus"	105291.71
"Mimulus rattanii"	76378.25
"Mimulus ringens"	2276372.93
"Mimulus rubellus"	1049289.01
"Mimulus rupicola"	26511.85
"Mimulus shevockii"	21119.11
"Mimulus sookensis"	41812.08
"Mimulus spissus"	218312.96
"Mimulus suksdorfii"	1459601.91
"Mimulus tilingii"	1332526.43
"Mimulus torreyi"	92813.99
"Mimulus traskiae"	10401.81
"Mimulus tricolor"	255418.51
"Mimulus washingtonensis"	40514.76
"Minuartia austromontana"	277663.28
"Minuartia californica"	248594.88
"Minuartia caroliniana"	122878.35
"Minuartia cismontana"	106921.35
"Minuartia cumberlandensis"	5609.46
"Minuartia dawsonensis"	63645.28
"Minuartia decumbens"	17398.61
"Minuartia douglasii"	394923.72
"Minuartia drummondii"	206931.39
"Minuartia glabra"	223848.93
"Minuartia godfreyi"	18209.13
"Minuartia groenlandica"	102813.53
"Minuartia howellii"	27500.27
"Minuartia macrantha"	304986.88
"Minuartia marcescens"	1853.15
"Minuartia michauxii"	696000.50
"Minuartia muscorum"	245742.84
"Minuartia nuttallii"	1278530.96
"Minuartia obtusiloba"	1185812.40
"Minuartia patula"	555824.76
"Minuartia pusilla"	334048.70
"Minuartia rosei"	25920.35
"Minuartia rubella"	1290845.27
"Minuartia stolonifera"	16440.13
"Minuartia stricta"	96977.10
"Minuartia tenella"	84159.73
"Minuartia uniflora"	86528.58
"Mirabilis albida"	1957154.99
"Mirabilis alipes"	339164.04
"Mirabilis austrotexana"	53284.85
"Mirabilis coccinea"	401178.71
"Mirabilis comata"	848461.23
"Mirabilis gigantea"	58326.72
"Mirabilis greenei"	37763.76
"Mirabilis laevis"	722157.04
"Mirabilis latifolia"	15621.82
"Mirabilis linearis"	2800395.17
"Mirabilis longiflora"	318268.70
"Mirabilis macfarlanei"	30208.51
"Mirabilis melanotricha"	273719.29
"Mirabilis multiflora"	1227554.38
"Mirabilis nyctaginea"	2384144.10
"Mirabilis oxybaphoides"	725641.15
"Mirabilis pudica"	95497.41
"Mirabilis rotundifolia"	22505.32
"Mirabilis tenuiloba"	107934.81
"Mirabilis texensis"	70504.20
"Mitchella repens"	2276667.98
"Mitella diphylla"	1285866.76
"Mitella nuda"	692865.65
"Mitella prostrata"	1390.17
"Mitella stauropetala"	820530.75
"Mitellastra caulescens"	399670.62
"Mitracarpus breviflorus"	45089.71
"Mitreola angustifolia"	23698.45
"Mitreola petiolata"	857252.89
"Mitreola sessilifolia"	552827.94
"Moehringia lateriflora"	2124437.86
"Moehringia macrophylla"	785741.79
"Mohavea breviflora"	259187.93
"Mohavea confertiflora"	175416.23
"Monarda bradburiana"	358984.61
"Monarda citriodora"	1261106.30
"Monarda clinopodia"	538960.11
"Monarda clinopodioides"	400869.24
"Monarda didyma"	386893.58
"Monarda fistulosa"	4564219.69
"Monarda fruticulosa"	64276.01
"Monarda humilis"	52791.04
"Monarda lindheimeri"	53602.61
"Monarda luteola"	9275.59
"Monarda maritima"	11248.05
"Monarda pectinata"	1203831.23
"Monarda punctata"	2253129.39
"Monarda russeliana"	146989.95
"Monarda stanfieldii"	14560.51
"Monarda viridissima"	16231.75
"Monardella arizonica"	191798.35
"Monardella australis"	10401.81
"Monardella beneolens"	60185.63
"Monardella boydii"	52104.85
"Monardella breweri"	381901.95
"Monardella candicans"	87019.09
"Monardella douglasii"	27259.61
"Monardella eplingii"	34916.10
"Monardella eremicola"	52104.85
"Monardella exilis"	138271.23
"Monardella follettii"	9274.33
"Monardella hypoleuca"	35108.16
"Monardella leucocephala"	9017.88
"Monardella linoides"	315677.03
"Monardella macrantha"	38722.22
"Monardella mojavensis"	73002.74
"Monardella nana"	12998.27
"Monardella odoratissima"	1547251.84
"Monardella palmeri"	16886.46
"Monardella pringlei"	71048.20
"Monardella purpurea"	80187.80
"Monardella robisonii"	71048.20
"Monardella saxicola"	10401.81
"Monardella sheltonii"	229539.72
"Monardella sinuata"	39268.32
"Monardella stebbinsii"	6744.92
"Monardella stoneana"	10952.72
"Monardella undulata"	31502.80
"Monardella venosa"	13474.75
"Monardella villosa"	286207.96
"Monardella viminea"	10952.72
"Monardella viridis"	11711.10
"Moneses uniflora"	1685427.96
"Monnina wrightii"	239024.68
"Monolepis nuttalliana"	3592688.14
"Monolepis spathulata"	240329.52
"Monolopia congdonii"	71853.85
"Monolopia gracilens"	26194.91
"Monolopia lanceolata"	124854.09
"Monolopia major"	136286.44
"Monolopia stricta"	78433.37
"Monoptilon bellidiforme"	275045.97
"Monoptilon bellioides"	384753.11
"Monotropa uniflora"	2669261.81
"Monotropsis odorata"	105748.61
"Monotropsis reynoldsiae"	13657.70
"Montia chamissoi"	1642047.23
"Montia dichotoma"	348392.70
"Montia diffusa"	183486.02
"Montia fontana"	885764.44
"Montia howellii"	111136.49
"Montia linearis"	1051045.94
"Montia parvifolia"	569335.60
"Morella californica"	133394.06
"Morella caroliniensis"	514941.46
"Morella cerifera"	895924.30
"Morella inodora"	72512.55
"Morella pensylvanica"	232573.44
"Morella pumila"	24296.87
"Morinda umbellata"	29993.34
"Mortonia greggii"	7229.94
"Mortonia scabrella"	143997.81
"Mortonia sempervirens"	54035.13
"Mortonia utahensis"	263617.59
"Morus microphylla"	529031.13
"Morus rubra"	2743049.00
"Mucronea californica"	71068.18
"Mucronea perfoliata"	170524.38
"Mucuna sloanei"	10773.37
"Muhlenbergia alopecuroides"	913782.23
"Muhlenbergia andina"	1289141.97
"Muhlenbergia appressa"	215432.88
"Muhlenbergia arenacea"	424020.78
"Muhlenbergia arenicola"	836061.82
"Muhlenbergia arizonica"	102093.15
"Muhlenbergia arsenei"	246071.15
"Muhlenbergia asperifolia"	3419572.79
"Muhlenbergia brevis"	307424.95
"Muhlenbergia bushii"	386254.76
"Muhlenbergia californica"	10401.81
"Muhlenbergia capillaris"	929084.33
"Muhlenbergia crispiseta"	15910.30
"Muhlenbergia curtifolia"	228512.28
"Muhlenbergia cuspidata"	1438469.97
"Muhlenbergia depauperata"	504073.80
"Muhlenbergia dubia"	333577.15
"Muhlenbergia dumosa"	103040.99
"Muhlenbergia elongata"	26895.00
"Muhlenbergia eludens"	58901.31
"Muhlenbergia emersleyi"	522955.63
"Muhlenbergia expansa"	370066.38
"Muhlenbergia filiculmis"	477942.44
"Muhlenbergia filiformis"	1799970.07
"Muhlenbergia fragilis"	566772.08
"Muhlenbergia frondosa"	1721362.58
"Muhlenbergia geminiflora"	51681.08
"Muhlenbergia glabrifloris"	114778.66
"Muhlenbergia glauca"	98433.30
"Muhlenbergia glomerata"	1307920.99
"Muhlenbergia jonesii"	83429.50
"Muhlenbergia lindheimeri"	76800.34
"Muhlenbergia longiligula"	390077.55
"Muhlenbergia mexicana"	2305534.50
"Muhlenbergia microsperma"	472376.77
"Muhlenbergia minutissima"	1093963.70
"Muhlenbergia montana"	897137.15
"Muhlenbergia palmeri"	42819.34
"Muhlenbergia pauciflora"	780773.74
"Muhlenbergia pectinata"	42819.34
"Muhlenbergia peruviana"	77631.05
"Muhlenbergia polycaulis"	226562.29
"Muhlenbergia porteri"	1058297.15
"Muhlenbergia pungens"	890325.14
"Muhlenbergia racemosa"	2695556.97
"Muhlenbergia ramulosa"	363652.96
"Muhlenbergia repens"	754136.61
"Muhlenbergia reverchonii"	127172.96
"Muhlenbergia richardsonis"	2699176.68
"Muhlenbergia rigens"	838584.54
"Muhlenbergia rigida"	285496.42
"Muhlenbergia schreberi"	2305835.32
"Muhlenbergia sericea"	144231.36
"Muhlenbergia setifolia"	236537.37
"Muhlenbergia sinuosa"	335256.96
"Muhlenbergia sobolifera"	1013041.90
"Muhlenbergia spiciformis"	158328.43
"Muhlenbergia straminea"	311043.16
"Muhlenbergia sylvatica"	1053345.21
"Muhlenbergia tenuiflora"	750186.96
"Muhlenbergia tenuifolia"	590272.30
"Muhlenbergia texana"	105503.70
"Muhlenbergia thurberi"	303259.48
"Muhlenbergia torreyana"	30913.66
"Muhlenbergia torreyi"	843000.45
"Muhlenbergia uniflora"	334604.60
"Muhlenbergia utilis"	385178.52
"Muhlenbergia villiflora"	89104.31
"Muhlenbergia wrightii"	871386.37
"Muilla coronata"	190643.21
"Muilla maritima"	261694.39
"Muilla transmontana"	129729.98
"Munroa squarrosa"	2132836.00
"Munzothamnus blairii"	10401.81
"Musineon divaricatum"	1048131.03
"Musineon lineare"	20044.88
"Musineon tenuifolium"	249011.58
"Musineon vaginatum"	77035.27
"Myosotis asiatica"	460020.95
"Myosotis laxa"	1229778.25
"Myosotis macrosperma"	1085225.03
"Myosotis verna"	2032211.68
"Myosurus apetalus"	1823060.66
"Myosurus cupulatus"	617238.38
"Myosurus minimus"	2900312.32
"Myosurus nitidus"	183163.55
"Myosurus sessilis"	71567.53
"Myrcianthes fragrans"	44799.58
"Myrica gale"	547445.81
"Myrica hartwegii"	46744.59
"Myriophyllum alterniflorum"	208401.70
"Myriophyllum farwellii"	296142.90
"Myriophyllum heterophyllum"	1111523.21
"Myriophyllum hippuroides"	227311.45
"Myriophyllum humile"	188118.45
"Myriophyllum laxum"	119681.47
"Myriophyllum pinnatum"	704278.32
"Myriophyllum quitense"	166112.64
"Myriophyllum sibiricum"	3412292.18
"Myriophyllum tenellum"	390392.03
"Myriophyllum ussuriense"	2724.51
"Myriophyllum verticillatum"	1117817.71
"Myriopteris aemula"	21662.04
"Myriopteris alabamensis"	571840.21
"Myriopteris aurea"	216942.32
"Myriopteris clevelandii"	33191.38
"Myriopteris cooperae"	221024.52
"Myriopteris covillei"	647661.84
"Myriopteris fendleri"	734724.96
"Myriopteris gracilis"	2374905.33
"Myriopteris gracillima"	857009.29
"Myriopteris intertexta"	302004.51
"Myriopteris lanosa"	833994.57
"Myriopteris lendigera"	68568.13
"Myriopteris lindheimeri"	393482.69
"Myriopteris microphylla"	20429.02
"Myriopteris newberryi"	125747.51
"Myriopteris parryi"	469501.29
"Myriopteris pringlei"	69104.87
"Myriopteris rufa"	779514.08
"Myriopteris scabra"	218211.71
"Myriopteris tomentosa"	706796.06
"Myriopteris viscida"	141264.08
"Myriopteris windhamii"	343677.57
"Myriopteris wootonii"	673296.46
"Myriopteris wrightii"	234542.03
"Myriopteris yavapensis"	200721.32
"Myrsine cubana"	76001.90
"Nabalus alatus"	115059.81
"Nabalus albus"	1121879.03
"Nabalus altissimus"	1502373.74
"Nabalus asperus"	527868.99
"Nabalus autumnalis"	100003.51
"Nabalus barbatus"	118020.78
"Nabalus boottii"	44819.46
"Nabalus carrii"	12192.34
"Nabalus crepidineus"	245713.19
"Nabalus racemosus"	594219.68
"Nabalus roanensis"	32958.43
"Nabalus sagittatus"	120857.27
"Nabalus serpentarius"	666243.34
"Nabalus trifoliolatus"	578665.05
"Najas filifolia"	27949.90
"Najas flexilis"	1367756.24
"Najas gracillima"	485245.22
"Najas guadalupensis"	2615361.16
"Najas marina"	884580.02
"Nama aretioides"	369216.68
"Nama berlandieri"	12196.54
"Nama californicum"	156073.26
"Nama carnosum"	125773.53
"Nama demissum"	582854.30
"Nama densum"	844275.57
"Nama depressum"	166539.40
"Nama dichotomum"	597942.50
"Nama havardii"	40201.19
"Nama hispidum"	1407962.91
"Nama parvifolium"	78864.21
"Nama pusillum"	239605.77
"Nama retrorsum"	233120.21
"Nama rothrockii"	186012.31
"Nama stenocarpum"	109123.65
"Nama stevensii"	175122.78
"Nama torynophyllum"	34103.70
"Nama undulatum"	25748.78
"Nama xylopodum"	86394.11
"Napaea dioica"	146696.59
"Narthecium americanum"	11336.39
"Narthecium californicum"	121999.90
"Narthecium montanum"	1954.41
"Nassella cernua"	198486.64
"Nassella lepida"	274751.07
"Nassella leucotricha"	546073.42
"Nassella pulchra"	364675.49
"Nassella tenuissima"	230694.98
"Nassella viridula"	1853511.30
"Nasturtium floridanum"	72619.24
"Nasturtium gambelii"	43593.19
"Navarretia atractyloides"	245547.73
"Navarretia breweri"	968068.89
"Navarretia capillaris"	626572.75
"Navarretia cotulifolia"	64107.30
"Navarretia divaricata"	512624.75
"Navarretia eriocephala"	14948.85
"Navarretia filicaulis"	83163.75
"Navarretia fossalis"	42106.33
"Navarretia furnissii"	65853.01
"Navarretia gowenii"	5771.53
"Navarretia hamata"	53113.81
"Navarretia heterandra"	47662.86
"Navarretia heterodoxa"	12970.02
"Navarretia intertexta"	613053.47
"Navarretia jepsonii"	22194.36
"Navarretia leptalea"	325618.21
"Navarretia leucocephala"	616165.27
"Navarretia linearifolia"	182141.34
"Navarretia mellita"	97699.12
"Navarretia mitracarpa"	51368.86
"Navarretia myersii"	19013.33
"Navarretia nigelliformis"	98701.53
"Navarretia ojaiensis"	15189.17
"Navarretia paradoxiclara"	8569.10
"Navarretia paradoxinota"	8484.65
"Navarretia peninsularis"	54181.72
"Navarretia prolifera"	37080.72
"Navarretia propinqua"	913670.04
"Navarretia prostrata"	69800.60
"Navarretia pubescens"	269562.69
"Navarretia rosulata"	3287.99
"Navarretia saximontana"	392427.65
"Navarretia setiloba"	44075.59
"Navarretia sinistra"	364319.20
"Navarretia squarrosa"	362226.00
"Navarretia subuligera"	58721.75
"Navarretia tagetina"	215229.17
"Navarretia viscidula"	164262.94
"Navarretia willamettensis"	13740.16
"Nectandra coriacea"	33821.98
"Nectouxia formosa"	15910.30
"Nelumbo lutea"	1149301.93
"Nemacaulis denudata"	214579.99
"Nemacladus calcaratus"	39066.52
"Nemacladus californicus"	93417.08
"Nemacladus capillaris"	267218.47
"Nemacladus glanduliferus"	224526.95
"Nemacladus gracilis"	64181.42
"Nemacladus interior"	163692.70
"Nemacladus longiflorus"	219755.00
"Nemacladus montanus"	31127.24
"Nemacladus orientalis"	574735.07
"Nemacladus pinnatifidus"	23400.08
"Nemacladus ramosissimus"	160428.51
"Nemacladus rigidus"	335652.77
"Nemacladus rubescens"	315204.51
"Nemacladus secundiflorus"	76273.14
"Nemacladus sigmoideus"	327787.59
"Nemacladus tenuis"	120144.96
"Nemacladus twisselmannii"	33673.78
"Nemastylis floridana"	39106.09
"Nemastylis geminiflora"	487648.53
"Nemastylis nuttallii"	81878.16
"Nemastylis tenuis"	40927.04
"Nemopanthus mucronatus"	666355.23
"Nemophila aphylla"	412285.10
"Nemophila breviflora"	1083386.89
"Nemophila heterophylla"	237855.03
"Nemophila kirtleyi"	142230.70
"Nemophila maculata"	116712.29
"Nemophila menziesii"	464449.61
"Nemophila parviflora"	835123.20
"Nemophila pedunculata"	680287.05
"Nemophila phacelioides"	290093.69
"Nemophila pulchella"	118334.95
"Nemophila sayersensis"	17797.10
"Nemophila spatulata"	186461.15
"Neogaerrhinum filipes"	434828.59
"Neogaerrhinum strictum"	72301.69
"Neoholmgrenia andina"	779691.70
"Neoholmgrenia hilgardii"	119343.84
"Neokochia americana"	1118688.90
"Neokochia californica"	203581.19
"Neolloydia conoidea"	70553.62
"Neonesomia palmeri"	66997.59
"Neoparrya lithophila"	36075.09
"Neostapfia colusana"	20235.73
"Neottia auriculata"	124702.68
"Neottia banksiana"	519701.54
"Neottia bifolia"	510015.27
"Neottia borealis"	431294.90
"Neottia convallarioides"	1327081.36
"Neottia cordata"	1175773.06
"Neottia smallii"	87718.84
"Nephrolepis exaltata"	94658.73
"Nephrophyllidium crista-galli"	20055.23
"Neptunia lutea"	561958.26
"Neptunia microcarpa"	23978.65
"Neptunia plena"	5836.90
"Neptunia pubescens"	292776.45
"Nerisyrenia camporum"	310181.46
"Nerisyrenia linearifolia"	205104.50
