"Habit"	"SUBSECTION"	"abun"
"H.FS"	"222Md"	0.07
"H.FS"	"222Me"	0.01
"H.FS"	"222Na"	0.01
"H.FS"	"222Ra"	0.08
"H.FS"	"222Rb"	0.08
"H.FS"	"222Ua"	9.63338222083269e-04
"H.FS"	"222Uc"	0.01
"H.FS"	"223Aa"	0.14
"H.FS"	"223Ab"	0.15
"H.FS"	"223Ac"	0.12
"H.FS"	"223Ad"	0.13
"H.FS"	"223Ae"	0.12
"H.FS"	"223Af"	0.13
"H.FS"	"223Ag"	0.20
"H.FS"	"223Ah"	0.17
"H.FS"	"223Ai"	0.08
"H.FS"	"223Aj"	0.04
"H.FS"	"223Ak"	0.04
"H.FS"	"223Al"	0.08
"H.FS"	"223Am"	0.24
"H.FS"	"223An"	0.25
"H.FS"	"223Ao"	0.07
"H.FS"	"223Ap"	0.05
"H.FS"	"223Aq"	0.07
"H.FS"	"223Ba"	0.15
"H.FS"	"223Bb"	0.23
"H.FS"	"223Bc"	0.19
"H.FS"	"223Bd"	0.16
"H.FS"	"223Da"	0.07
"H.FS"	"223Db"	0.15
"H.FS"	"223Dc"	0.12
"H.FS"	"223Dd"	0.30
"H.FS"	"223De"	0.18
"H.FS"	"223Df"	0.15
"H.FS"	"223Dg"	0.24
"H.FS"	"223Dh"	0.19
"H.FS"	"223Di"	0.20
"H.FS"	"223Dj"	0.20
"H.FS"	"223Ea"	0.30
"H.FS"	"223Eb"	0.19
"H.FS"	"223Ec"	0.28
"H.FS"	"223Ed"	0.29
"H.FS"	"223Ee"	0.25
"H.FS"	"223Ef"	0.24
"H.FS"	"223Eg"	0.22
"H.FS"	"223Eh"	0.24
"H.FS"	"223Fa"	0.25
"H.FS"	"223Fb"	0.34
"H.FS"	"223Fc"	0.18
"H.FS"	"223Fd"	0.17
"H.FS"	"223Fe"	0.15
"H.FS"	"223Ff"	0.16
"H.FS"	"223Ga"	0.02
"H.FS"	"223Gb"	0.04
"H.FS"	"223Gc"	0.08
"H.FS"	"223Gd"	0.05
"H.FS"	"223Ge"	0.03
"H.FS"	"231Aa"	0.13
"H.FS"	"231Ab"	0.04
"H.FS"	"231Ac"	0.04
"H.FS"	"231Ad"	0.10
"H.FS"	"231Ae"	0.10
"H.FS"	"231Af"	0.16
"H.FS"	"231Ag"	0.11
"H.FS"	"231Ai"	0.06
"H.FS"	"231Aj"	0.06
"H.FS"	"231Ba"	0.05
"H.FS"	"231Bb"	0.05
"H.FS"	"231Bc"	0.05
"H.FS"	"231Bd"	0.07
"H.FS"	"231Be"	0.19
"H.FS"	"231Bf"	0.08
"H.FS"	"231Bk"	0.01
"H.FS"	"231Bl"	1.44817493410402e-03
"H.FS"	"231Ca"	0.25
"H.FS"	"231Cb"	0.17
"H.FS"	"231Cc"	0.20
"H.FS"	"231Cd"	0.23
"H.FS"	"231Ce"	0.24
"H.FS"	"231Cf"	0.17
"H.FS"	"231Cg"	0.23
"H.FS"	"231Da"	0.18
"H.FS"	"231Db"	0.12
"H.FS"	"231Dc"	0.21
"H.FS"	"231Dd"	0.10
"H.FS"	"231De"	0.14
"H.FS"	"231Ea"	0.07
"H.FS"	"231Eb"	0.07
"H.FS"	"231Ec"	0.07
"H.FS"	"231Ee"	0.15
"H.FS"	"231Ef"	0.19
"H.FS"	"231Eg"	0.09
"H.FS"	"231Ej"	0.04
"H.FS"	"231Ek"	0.04
"H.FS"	"231Eo"	0.14
"H.FS"	"231Ga"	0.14
"H.FS"	"231Gb"	0.12
"H.FS"	"231Gc"	0.08
"H.FS"	"231Ha"	0.01
"H.FS"	"231Hb"	0.02
"H.FS"	"231Hc"	0.06
"H.FS"	"231He"	1.55981658972159e-03
"H.FS"	"231Hf"	0.12
"H.FS"	"231Hg"	0.05
"H.FS"	"231Hh"	0.03
"H.FS"	"231Hi"	0.06
"H.FS"	"231Ia"	0.21
"H.FS"	"231Ib"	0.28
"H.FS"	"231Ic"	0.19
"H.FS"	"231Id"	0.20
"H.FS"	"231Ie"	0.19
"H.FS"	"231If"	0.12
"H.FS"	"231Ig"	0.23
"H.FS"	"232Ab"	0.19
"H.FS"	"232Ac"	0.17
"H.FS"	"232Ad"	0.12
"H.FS"	"232Ba"	0.07
"H.FS"	"232Bc"	0.01
"H.FS"	"232Bg"	0.16
"H.FS"	"232Bh"	0.04
"H.FS"	"232Bi"	0.05
"H.FS"	"232Bj"	0.09
"H.FS"	"232Bk"	8.86539415221049e-03
"H.FS"	"232Bl"	0.15
"H.FS"	"232Bm"	0.06
"H.FS"	"232Bn"	0.08
"H.FS"	"232Bo"	0.05
"H.FS"	"232Bp"	0.07
"H.FS"	"232Bs"	0.17
"H.FS"	"232Ca"	0.12
"H.FS"	"232Cb"	0.31
"H.FS"	"232Cc"	0.09
"H.FS"	"232Cd"	0.10
"H.FS"	"232Ce"	0.44
"H.FS"	"232Cf"	0.10
"H.FS"	"232Cg"	0.12
"H.FS"	"232Da"	0.46
"H.FS"	"232Db"	0.31
"H.FS"	"232Ea"	0.33
"H.FS"	"232Eb"	0.54
"H.FS"	"232Ef"	0.75
"H.FS"	"232Fa"	0.18
"H.FS"	"232Fb"	0.28
"H.FS"	"232Fc"	0.22
"H.FS"	"232Fe"	0.20
"H.FS"	"232Ff"	0.20
"H.FS"	"232Ga"	0.33
"H.FS"	"232Gb"	0.44
"H.FS"	"232Gc"	0.21
"H.FS"	"232Gd"	0.19
"H.FS"	"232Ha"	0.07
"H.FS"	"232Hb"	0.09
"H.FS"	"232Hc"	0.39
"H.FS"	"232Hd"	0.16
"H.FS"	"232Ia"	0.05
"H.FS"	"232Ib"	0.27
"H.FS"	"232Ja"	0.11
"H.FS"	"232Jb"	0.09
"H.FS"	"232Jc"	0.07
"H.FS"	"232Jd"	6.40525270287518e-03
"H.FS"	"232Je"	0.02
"H.FS"	"232Jf"	0.05
"H.FS"	"232Jg"	0.05
"H.FS"	"232Ka"	0.12
"H.FS"	"232Kb"	0.21
"H.FS"	"232La"	0.38
"H.FS"	"232Lb"	0.23
"H.FS"	"232Lc"	0.22
"H.FS"	"234Aa"	0.20
"H.FS"	"234Ad"	0.27
"H.FS"	"234Ah"	0.25
"H.FS"	"234Ca"	0.33
"H.FS"	"234Cb"	0.39
"H.FS"	"234Cc"	0.48
"H.FS"	"234Cd"	0.30
"H.FS"	"234Da"	0.01
"H.FS"	"234Db"	0.01
"H.FS"	"234Dc"	0.09
"H.FS"	"234Do"	0.03
"H.FS"	"234Ea"	0.03
"H.FS"	"234Eb"	0.05
"H.FS"	"234Ec"	0.06
"H.FS"	"242Aa"	0.79
"H.FS"	"242Ab"	0.68
"H.FS"	"242Ac"	1.05
"H.FS"	"242Ad"	0.98
"H.FS"	"242Ae"	0.62
"H.FS"	"242Af"	0.66
"H.FS"	"242Ag"	0.89
"H.FS"	"242Ah"	0.69
"H.FS"	"242Ai"	0.59
"H.FS"	"242Ba"	0.61
"H.FS"	"242Bb"	0.58
"H.FS"	"242Bd"	0.58
"H.FS"	"251Aa"	0.08
"H.FS"	"251Ab"	0.13
"H.FS"	"251Ba"	0.01
"H.FS"	"251Bb"	0.03
"H.FS"	"251Bd"	0.02
"H.FS"	"251Bf"	0.02
"H.FS"	"251Cb"	0.02
"H.FS"	"251Cc"	1.8930913554078e-04
"H.FS"	"251Cd"	0.02
"H.FS"	"251Ce"	0.05
"H.FS"	"251Cf"	0.06
"H.FS"	"251Cg"	9.85387216579019e-03
"H.FS"	"251Ch"	9.67105441776271e-03
"H.FS"	"251Ci"	0.07
"H.FS"	"251Cj"	0.05
"H.FS"	"251Ck"	4.97748676429661e-03
"H.FS"	"251Cl"	0.02
"H.FS"	"251Cm"	0.06
"H.FS"	"251Da"	0.07
"H.FS"	"251Db"	5.31667397433873e-03
"H.FS"	"251Dc"	0.06
"H.FS"	"251Dd"	0.10
"H.FS"	"251De"	0.05
"H.FS"	"251Df"	0.13
"H.FS"	"251Dg"	0.12
"H.FS"	"251Dh"	0.09
"H.FS"	"251Ea"	0.21
"H.FS"	"251Eb"	0.22
"H.FS"	"251Fa"	0.03
"H.FS"	"251Fb"	0.03
"H.FS"	"251Fc"	0.25
"H.FS"	"251Fd"	0.06
"H.FS"	"251Ha"	5.47286690835415e-03
"H.FS"	"251Hb"	0.01
"H.FS"	"251Hc"	0.02
"H.FS"	"251Hd"	0.01
"H.FS"	"255Aa"	0.18
"H.FS"	"255Ab"	0.19
"H.FS"	"255Ac"	0.22
"H.FS"	"255Ad"	0.26
"H.FS"	"255Ae"	0.18
"H.FS"	"255Af"	0.32
"H.FS"	"255Am"	0.26
"H.FS"	"255Ba"	0.39
"H.FS"	"255Ca"	0.36
"H.FS"	"255Cc"	0.38
"H.FS"	"255Cd"	0.38
"H.FS"	"255Ce"	0.31
"H.FS"	"255Cf"	0.33
"H.FS"	"255Cg"	0.32
"H.FS"	"255Ch"	0.25
"H.FS"	"255Da"	0.79
"H.FS"	"255Db"	0.77
"H.FS"	"255Dc"	0.98
"H.FS"	"255Dd"	0.43
"H.FS"	"255Ea"	0.33
"H.FS"	"255Eb"	0.28
"H.FS"	"255Ec"	0.31
"H.FS"	"255Ed"	0.35
"H.FS"	"255Ee"	0.37
"H.FS"	"261Aa"	1.02
"H.FS"	"261Ab"	1.08
"H.FS"	"261Ac"	1.08
"H.FS"	"261Ae"	1.26
"H.FS"	"261Af"	1.25
"H.FS"	"261Ag"	1.25
"H.FS"	"261Ah"	1.13
"H.FS"	"261Aj"	1.10
"H.FS"	"261Ak"	1.10
"H.FS"	"261Al"	1.32
"H.FS"	"261Ba"	1.49
"H.FS"	"261Bb"	1.44
"H.FS"	"261Bc"	1.48
"H.FS"	"261Bd"	1.33
"H.FS"	"261Be"	1.27
"H.FS"	"261Bf"	1.17
"H.FS"	"261Bg"	1.23
"H.FS"	"261Bh"	1.16
"H.FS"	"261Bi"	1.42
"H.FS"	"261Bj"	1.35
"H.FS"	"262Aa"	0.54
"H.FS"	"262Ac"	0.55
"H.FS"	"262Ad"	0.74
"H.FS"	"262Af"	0.62
"H.FS"	"262Ag"	0.72
"H.FS"	"262Ah"	0.84
"H.FS"	"262Ai"	0.83
"H.FS"	"262Aj"	0.91
"H.FS"	"262Al"	0.85
"H.FS"	"262Ao"	0.77
"H.FS"	"262Aq"	0.88
"H.FS"	"262As"	0.91
"H.FS"	"262At"	0.92
"H.FS"	"262Au"	0.80
"H.FS"	"262Av"	0.89
"H.FS"	"262Aw"	0.78
"H.FS"	"262Ax"	0.71
"H.FS"	"262Ay"	0.72
"H.FS"	"262Az"	0.71
"H.FS"	"263Ab"	0.77
"H.FS"	"263Ae"	0.80
"H.FS"	"263Af"	0.80
"H.FS"	"263Ag"	0.81
"H.FS"	"263Aj"	0.88
"H.FS"	"263Al"	0.99
"H.FS"	"263Am"	0.80
"H.FS"	"313Aa"	0.49
"H.FS"	"313Ab"	0.44
"H.FS"	"313Ac"	0.45
"H.FS"	"313Ad"	0.41
"H.FS"	"313Ae"	0.29
"H.FS"	"313Ag"	0.39
"H.FS"	"313Ah"	0.34
"H.FS"	"313Ai"	0.36
"H.FS"	"313Aj"	0.30
"H.FS"	"313Ak"	0.44
"H.FS"	"313Al"	0.46
"H.FS"	"313Am"	0.42
"H.FS"	"313An"	0.44
"H.FS"	"313Ao"	0.43
"H.FS"	"313Ap"	0.48
"H.FS"	"313Aq"	0.44
"H.FS"	"313Ar"	0.42
"H.FS"	"313As"	0.42
"H.FS"	"313At"	0.44
"H.FS"	"313Ba"	0.49
"H.FS"	"313Bc"	0.53
"H.FS"	"313Bd"	0.53
"H.FS"	"313Be"	0.40
"H.FS"	"313Bo"	0.67
"H.FS"	"313Bp"	0.67
"H.FS"	"313Bs"	0.75
"H.FS"	"313Ca"	0.67
"H.FS"	"313Cb"	0.83
"H.FS"	"313Cc"	0.75
"H.FS"	"313Cd"	0.63
"H.FS"	"313Da"	0.46
"H.FS"	"313Db"	0.50
"H.FS"	"313Dc"	0.47
"H.FS"	"313De"	0.42
"H.FS"	"313Df"	0.42
"H.FS"	"315Aa"	0.96
"H.FS"	"315Ab"	0.99
"H.FS"	"315Ad"	0.71
"H.FS"	"315Ba"	0.79
"H.FS"	"315Bb"	1.19
"H.FS"	"315Bc"	0.58
"H.FS"	"315Bd"	0.35
"H.FS"	"315Cb"	0.43
"H.FS"	"315Cc"	0.43
"H.FS"	"315Cd"	0.54
"H.FS"	"315Ce"	0.19
"H.FS"	"315Cf"	0.42
"H.FS"	"315Da"	0.46
"H.FS"	"315Db"	0.55
"H.FS"	"315Dc"	0.65
"H.FS"	"315Ea"	1.02
"H.FS"	"315Eb"	0.79
"H.FS"	"315Ec"	0.79
"H.FS"	"315Ed"	0.45
"H.FS"	"315Ef"	0.86
"H.FS"	"315Eg"	0.88
"H.FS"	"315Fb"	0.23
"H.FS"	"315Fc"	0.16
"H.FS"	"315Ga"	0.44
"H.FS"	"315Ha"	0.72
"H.FS"	"315Hb"	0.75
"H.FS"	"321Aa"	1.00
"H.FS"	"321Ab"	1.01
"H.FS"	"321Ac"	1.02
"H.FS"	"321Ad"	0.92
"H.FS"	"321Ae"	0.93
"H.FS"	"321Af"	0.68
"H.FS"	"321Ag"	0.79
"H.FS"	"321Ah"	0.73
"H.FS"	"321Ai"	0.76
"H.FS"	"321Aj"	0.78
"H.FS"	"321Ak"	0.69
"H.FS"	"321Al"	0.90
"H.FS"	"321Am"	0.79
"H.FS"	"321Ba"	0.89
"H.FS"	"322Aa"	0.64
"H.FS"	"322Ab"	0.66
"H.FS"	"322Ac"	0.56
"H.FS"	"322Ad"	0.65
"H.FS"	"322Ae"	0.64
"H.FS"	"322Af"	0.75
"H.FS"	"322Ag"	0.83
"H.FS"	"322Ah"	0.81
"H.FS"	"322Ai"	0.81
"H.FS"	"322Aj"	0.79
"H.FS"	"322Ak"	0.73
"H.FS"	"322Al"	0.81
"H.FS"	"322Am"	0.62
"H.FS"	"322An"	0.81
"H.FS"	"322Ao"	0.81
"H.FS"	"322Ap"	1.01
"H.FS"	"322Aq"	0.47
"H.FS"	"322Ar"	0.46
"H.FS"	"322As"	0.40
"H.FS"	"322At"	0.45
"H.FS"	"322Au"	0.46
"H.FS"	"322Av"	0.49
"H.FS"	"322Aw"	0.47
"H.FS"	"322Ax"	0.56
"H.FS"	"322Ay"	0.38
"H.FS"	"322Az"	0.40
"H.FS"	"322Ba"	0.87
"H.FS"	"322Bb"	1.06
"H.FS"	"322Bc"	1.06
"H.FS"	"322Bd"	0.92
"H.FS"	"322Be"	1.06
"H.FS"	"322Bf"	0.74
"H.FS"	"322Bh"	0.70
"H.FS"	"322Ca"	1.06
"H.FS"	"322Cb"	1.23
"H.FS"	"322Cc"	1.06
"H.FS"	"322Cd"	1.01
"H.FS"	"322Ce"	0.59
"H.FS"	"331Aa"	0.57
"H.FS"	"331Ac"	0.40
"H.FS"	"331Af"	0.25
"H.FS"	"331Ai"	0.34
"H.FS"	"331Ba"	0.32
"H.FS"	"331Bc"	0.31
"H.FS"	"331Bd"	0.36
"H.FS"	"331Be"	0.22
"H.FS"	"331Ca"	0.14
"H.FS"	"331Cb"	0.23
"H.FS"	"331Cc"	0.16
"H.FS"	"331Cd"	0.06
"H.FS"	"331Cf"	0.14
"H.FS"	"331Da"	0.48
"H.FS"	"331Db"	1.01
"H.FS"	"331Dh"	0.63
"H.FS"	"331Ea"	0.22
"H.FS"	"331Fb"	0.19
"H.FS"	"331Fd"	0.12
"H.FS"	"331Fe"	0.03
"H.FS"	"331Ff"	0.18
"H.FS"	"331Fh"	0.18
"H.FS"	"331Fj"	0.08
"H.FS"	"331Fk"	0.30
"H.FS"	"331Fm"	0.31
"H.FS"	"331Fn"	0.07
"H.FS"	"331Fr"	0.08
"H.FS"	"331Fs"	0.08
"H.FS"	"331Ft"	0.05
"H.FS"	"331Fv"	0.10
"H.FS"	"331Gb"	0.26
"H.FS"	"331Gd"	0.18
"H.FS"	"331Ge"	0.38
"H.FS"	"331Gf"	0.22
"H.FS"	"331Gg"	0.29
"H.FS"	"331Gi"	0.15
"H.FS"	"331Ha"	0.20
"H.FS"	"331Hb"	0.22
"H.FS"	"331Hc"	0.24
"H.FS"	"331He"	0.35
"H.FS"	"331Hf"	0.15
"H.FS"	"331Ia"	0.45
"H.FS"	"331Ie"	0.29
"H.FS"	"331If"	0.49
"H.FS"	"331Ig"	0.40
"H.FS"	"331Ih"	0.42
"H.FS"	"331Ii"	0.44
"H.FS"	"331Ja"	0.48
"H.FS"	"331Jb"	0.47
"H.FS"	"331Jc"	0.43
"H.FS"	"331Jd"	0.47
"H.FS"	"331Ka"	0.43
"H.FS"	"331Kb"	0.32
"H.FS"	"331Kd"	0.44
"H.FS"	"331Ke"	0.07
"H.FS"	"331Kf"	0.11
"H.FS"	"331Kh"	0.65
"H.FS"	"331Ki"	0.59
"H.FS"	"331Kj"	0.45
"H.FS"	"331La"	0.27
"H.FS"	"331Ma"	0.04
"H.FS"	"331Mc"	6.66668718284547e-04
"H.FS"	"331Me"	0.06
"H.FS"	"331Mf"	0.09
"H.FS"	"331Mh"	2.09579882007314e-05
"H.FS"	"331Mi"	0.01
"H.FS"	"331Na"	0.58
"H.FS"	"331Nb"	0.54
"H.FS"	"331Nc"	0.44
"H.FS"	"332Aa"	0.14
"H.FS"	"332Ab"	0.13
"H.FS"	"332Ac"	0.12
"H.FS"	"332Ad"	0.01
"H.FS"	"332Ae"	0.17
"H.FS"	"332Ba"	0.23
"H.FS"	"332Bb"	0.21
"H.FS"	"332Bc"	0.20
"H.FS"	"332Bd"	0.31
"H.FS"	"332Be"	0.19
"H.FS"	"332Ca"	0.09
"H.FS"	"332Cb"	0.17
"H.FS"	"332Cc"	0.03
"H.FS"	"332Cd"	0.07
"H.FS"	"332Ce"	0.09
"H.FS"	"332Cf"	0.03
"H.FS"	"332Da"	1.02277715751304e-03
"H.FS"	"332Dd"	0.03
"H.FS"	"332De"	0.01
"H.FS"	"332Df"	0.01
"H.FS"	"332Dg"	0.11
"H.FS"	"332Ea"	0.08
"H.FS"	"332Ef"	0.38
"H.FS"	"332En"	0.04
"H.FS"	"332Fa"	0.32
"H.FS"	"332Fb"	0.23
"H.FS"	"332Fc"	0.20
"H.FS"	"332Fd"	0.23
"H.FS"	"341Aa"	0.37
"H.FS"	"341Ab"	0.41
"H.FS"	"341Ac"	0.36
"H.FS"	"341Ap"	0.59
"H.FS"	"341Aq"	0.53
"H.FS"	"341Ar"	0.59
"H.FS"	"341As"	0.64
"H.FS"	"341At"	0.53
"H.FS"	"341Au"	0.48
"H.FS"	"341Av"	0.53
"H.FS"	"341Aw"	0.59
"H.FS"	"341Ax"	0.55
"H.FS"	"341Ba"	0.30
"H.FS"	"341Bb"	0.36
"H.FS"	"341Bc"	0.35
"H.FS"	"341Bd"	0.30
"H.FS"	"341Be"	0.38
"H.FS"	"341Bf"	0.33
"H.FS"	"341Bg"	0.30
"H.FS"	"341Bh"	0.39
"H.FS"	"341Bj"	0.38
"H.FS"	"341Bk"	0.33
"H.FS"	"341Bm"	0.31
"H.FS"	"341Bn"	0.39
"H.FS"	"341Bo"	0.39
"H.FS"	"341Bp"	0.33
"H.FS"	"341Bq"	0.28
"H.FS"	"341Ca"	0.40
"H.FS"	"341Da"	0.25
"H.FS"	"341Db"	0.34
"H.FS"	"341Dc"	0.49
"H.FS"	"341Dd"	0.49
"H.FS"	"341De"	0.54
"H.FS"	"341Df"	0.49
"H.FS"	"341Dh"	0.49
"H.FS"	"341Di"	0.60
"H.FS"	"341Dj"	0.54
"H.FS"	"341Dk"	0.46
"H.FS"	"341Dl"	0.48
"H.FS"	"341Dm"	0.46
"H.FS"	"341Dn"	0.62
"H.FS"	"341Ea"	0.57
"H.FS"	"341Eb"	0.67
"H.FS"	"341Ec"	0.64
"H.FS"	"341Fa"	0.46
"H.FS"	"341Fb"	0.64
"H.FS"	"341Fc"	0.64
"H.FS"	"341Fd"	0.55
"H.FS"	"341Fe"	0.64
"H.FS"	"341Ff"	0.64
"H.FS"	"341Fg"	0.50
"H.FS"	"341Fj"	0.43
"H.FS"	"341Fk"	0.41
"H.FS"	"341Fl"	0.52
"H.FS"	"341Fm"	0.24
"H.FS"	"341Fn"	0.47
"H.FS"	"341Fo"	0.49
"H.FS"	"341Ga"	0.41
"H.FS"	"341Gb"	0.40
"H.FS"	"341Gc"	0.42
"H.FS"	"342Aa"	0.45
"H.FS"	"342Ac"	0.47
"H.FS"	"342Ad"	0.40
"H.FS"	"342Ba"	0.47
"H.FS"	"342Bb"	0.47
"H.FS"	"342Bc"	0.42
"H.FS"	"342Bd"	0.31
"H.FS"	"342Be"	0.25
"H.FS"	"342Bf"	0.49
"H.FS"	"342Bg"	0.58
"H.FS"	"342Bi"	0.43
"H.FS"	"342Bj"	0.55
"H.FS"	"342Bk"	0.62
"H.FS"	"342Bl"	0.55
"H.FS"	"342Ca"	0.40
"H.FS"	"342Cb"	0.23
"H.FS"	"342Cc"	0.29
"H.FS"	"342Cd"	0.26
"H.FS"	"342Ch"	0.30
"H.FS"	"342Db"	0.52
"H.FS"	"342Dc"	0.32
"H.FS"	"342Dd"	0.39
"H.FS"	"342De"	0.45
"H.FS"	"342Df"	0.07
"H.FS"	"342Dg"	0.48
"H.FS"	"342Dh"	0.33
"H.FS"	"342Di"	0.27
"H.FS"	"342Dk"	0.29
"H.FS"	"342Dl"	0.41
"H.FS"	"342Dm"	0.21
"H.FS"	"342Ea"	0.38
"H.FS"	"342Eb"	0.35
"H.FS"	"342Ec"	0.35
"H.FS"	"342Fa"	0.41
"H.FS"	"342Fb"	0.39
"H.FS"	"342Fc"	0.33
"H.FS"	"342Fd"	0.29
"H.FS"	"342Ff"	0.37
"H.FS"	"342Fg"	0.29
"H.FS"	"342Fi"	0.33
"H.FS"	"342Fj"	0.21
"H.FS"	"342Fk"	0.29
"H.FS"	"342Fl"	0.20
"H.FS"	"342Ga"	0.31
"H.FS"	"342Gb"	0.23
"H.FS"	"342Gc"	0.19
"H.FS"	"342Gd"	0.21
"H.FS"	"342Ge"	0.48
"H.FS"	"342Gf"	0.32
"H.FS"	"342Gg"	0.36
"H.FS"	"342Gj"	0.19
"H.FS"	"342Ha"	0.52
"H.FS"	"342Hb"	0.54
"H.FS"	"342Hc"	0.41
"H.FS"	"342Hd"	0.47
"H.FS"	"342He"	0.44
"H.FS"	"342Ia"	0.27
"H.FS"	"342Ib"	0.20
"H.FS"	"342Ic"	0.43
"H.FS"	"342Id"	0.46
"H.FS"	"342Ie"	0.40
"H.FS"	"342Ig"	0.61
"H.FS"	"342Im"	0.73
"H.FS"	"342Ja"	0.50
"H.FS"	"342Jb"	0.52
"H.FS"	"411Ab"	0.59
"H.FS"	"411Ac"	0.62
"H.FS"	"411Ad"	0.64
"H.FS"	"411Ae"	0.71
"H.FS"	"411Af"	0.64
"H.FS"	"M211Ac"	5.69689377927769e-03
"H.FS"	"M211Ad"	7.783959763686e-03
"H.FS"	"M211Ae"	0.02
"H.FS"	"M211Af"	0.01
"H.FS"	"M211Ag"	0.05
"H.FS"	"M211Ba"	2.11630488687985e-05
"H.FS"	"M211Bb"	0.09
"H.FS"	"M211Bc"	0.01
"H.FS"	"M211Bd"	0.03
"H.FS"	"M211Ca"	0.01
"H.FS"	"M211Cb"	0.02
"H.FS"	"M211Cc"	0.07
"H.FS"	"M211Cd"	0.08
"H.FS"	"M211Db"	0.02
"H.FS"	"M211De"	0.02
"H.FS"	"M221Aa"	0.26
"H.FS"	"M221Ab"	0.23
"H.FS"	"M221Ac"	0.12
"H.FS"	"M221Ad"	0.13
"H.FS"	"M221Ba"	0.21
"H.FS"	"M221Bb"	0.12
"H.FS"	"M221Bc"	0.20
"H.FS"	"M221Bd"	0.25
"H.FS"	"M221Be"	0.25
"H.FS"	"M221Bf"	0.10
"H.FS"	"M221Ca"	0.19
"H.FS"	"M221Cb"	0.20
"H.FS"	"M221Cc"	0.14
"H.FS"	"M221Cd"	0.16
"H.FS"	"M221Ce"	0.14
"H.FS"	"M221Da"	0.26
"H.FS"	"M221Db"	0.26
"H.FS"	"M221Dc"	0.17
"H.FS"	"M221Dd"	0.12
"H.FS"	"M223Aa"	0.28
"H.FS"	"M223Ab"	0.22
"H.FS"	"M231Aa"	0.06
"H.FS"	"M231Ab"	0.16
"H.FS"	"M231Ac"	0.15
"H.FS"	"M231Ad"	0.12
"H.FS"	"M242Aa"	0.74
"H.FS"	"M242Ac"	1.01
"H.FS"	"M242Ad"	0.65
"H.FS"	"M242Ae"	0.44
"H.FS"	"M242Af"	0.65
"H.FS"	"M242Ag"	0.75
"H.FS"	"M242Ah"	0.90
"H.FS"	"M242Ai"	0.95
"H.FS"	"M242Ba"	0.67
"H.FS"	"M242Bb"	0.70
"H.FS"	"M242Bc"	0.63
"H.FS"	"M242Be"	0.49
"H.FS"	"M242Bg"	0.77
"H.FS"	"M242Ca"	0.66
"H.FS"	"M242Cb"	0.68
"H.FS"	"M242Cc"	0.63
"H.FS"	"M242Cd"	0.59
"H.FS"	"M242Ce"	0.35
"H.FS"	"M242Cf"	0.38
"H.FS"	"M242Da"	0.67
"H.FS"	"M242Db"	0.66
"H.FS"	"M242Dd"	0.74
"H.FS"	"M242De"	0.74
"H.FS"	"M242Df"	0.61
"H.FS"	"M242Dg"	0.61
"H.FS"	"M242Dh"	0.62
"H.FS"	"M261Aa"	0.78
"H.FS"	"M261Ab"	0.75
"H.FS"	"M261Ac"	0.54
"H.FS"	"M261Ad"	0.70
"H.FS"	"M261Ae"	0.69
"H.FS"	"M261Af"	0.69
"H.FS"	"M261Ag"	0.68
"H.FS"	"M261Ah"	0.68
"H.FS"	"M261Ai"	0.49
"H.FS"	"M261Aj"	0.63
"H.FS"	"M261Ao"	0.81
"H.FS"	"M261Ap"	0.68
"H.FS"	"M261Aq"	0.69
"H.FS"	"M261Ar"	0.60
"H.FS"	"M261Au"	0.64
"H.FS"	"M261Av"	0.77
"H.FS"	"M261Ax"	0.89
"H.FS"	"M261Ay"	0.92
"H.FS"	"M261Ba"	0.67
"H.FS"	"M261Bb"	0.76
"H.FS"	"M261Bd"	0.71
"H.FS"	"M261Bf"	0.71
"H.FS"	"M261Ca"	0.64
"H.FS"	"M261Cb"	0.50
"H.FS"	"M261Cc"	0.76
"H.FS"	"M261Da"	0.67
"H.FS"	"M261Db"	0.68
"H.FS"	"M261Dd"	0.26
"H.FS"	"M261Df"	0.68
"H.FS"	"M261Dh"	0.55
"H.FS"	"M261Di"	0.68
"H.FS"	"M261Dj"	0.50
"H.FS"	"M261Dl"	0.46
"H.FS"	"M261Dm"	0.40
"H.FS"	"M261Ea"	0.33
"H.FS"	"M261Eb"	0.32
"H.FS"	"M261Ec"	0.38
"H.FS"	"M261Ed"	0.37
"H.FS"	"M261Ee"	0.38
"H.FS"	"M261Ef"	0.44
"H.FS"	"M261Eg"	0.63
"H.FS"	"M261Eh"	0.59
"H.FS"	"M261Ei"	0.44
"H.FS"	"M261Ej"	0.58
"H.FS"	"M261Ek"	0.57
"H.FS"	"M261El"	0.59
"H.FS"	"M261Em"	0.65
"H.FS"	"M261Eo"	0.72
"H.FS"	"M261Ep"	0.79
"H.FS"	"M261Eq"	0.78
"H.FS"	"M261Er"	0.63
"H.FS"	"M261Es"	0.71
"H.FS"	"M261Et"	0.46
"H.FS"	"M261Eu"	0.81
"H.FS"	"M261Fa"	0.48
"H.FS"	"M261Fb"	0.63
"H.FS"	"M261Fc"	0.79
"H.FS"	"M261Fd"	0.72
"H.FS"	"M261Fe"	0.73
"H.FS"	"M261Ga"	0.38
"H.FS"	"M261Gb"	0.34
"H.FS"	"M261Gc"	0.32
"H.FS"	"M261Gd"	0.33
"H.FS"	"M261Ge"	0.32
"H.FS"	"M261Gf"	0.33
