"Habit"	"SUBSECTION"	"abun"
"E.i"	"212Mb"	0.06
"E.i"	"212Na"	0.11
"E.i"	"212Nb"	0.11
"E.i"	"212Nc"	0.08
"E.i"	"212Nd"	0.10
"E.i"	"212Qa"	0.03
"E.i"	"212Qb"	5.35320302131636e-03
"E.i"	"212Qc"	0.05
"E.i"	"212Qd"	2.57337524286182e-03
"E.i"	"212Ra"	0.11
"E.i"	"212Rb"	0.11
"E.i"	"212Rc"	0.11
"E.i"	"212Rd"	0.11
"E.i"	"212Re"	0.11
"E.i"	"212Sb"	0.11
"E.i"	"212Sc"	0.12
"E.i"	"212Sn"	0.13
"E.i"	"212Sq"	0.12
"E.i"	"212Ta"	0.05
"E.i"	"212Tb"	0.08
"E.i"	"212Tc"	0.10
"E.i"	"212Te"	0.11
"E.i"	"212Tf"	0.11
"E.i"	"212Xa"	0.12
"E.i"	"212Xb"	0.13
"E.i"	"212Xc"	0.13
"E.i"	"212Xd"	0.12
"E.i"	"212Xe"	0.09
"E.i"	"212Xf"	0.11
"E.i"	"212Xq"	0.14
"E.i"	"212Ya"	0.11
"E.i"	"212Zb"	0.07
"E.i"	"212Zc"	0.06
"E.i"	"221Aa"	0.04
"E.i"	"221Ac"	6.48062425908462e-03
"E.i"	"221Ad"	2.48668954922379e-03
"E.i"	"221Ae"	0.04
"E.i"	"221Af"	0.03
"E.i"	"221Ag"	0.02
"E.i"	"221Ah"	0.08
"E.i"	"221Ai"	0.08
"E.i"	"221Ak"	0.09
"E.i"	"221Al"	0.08
"E.i"	"221Am"	0.01
"E.i"	"221An"	1.76695942543229e-04
"E.i"	"221Ba"	0.04
"E.i"	"221Bb"	0.05
"E.i"	"221Bc"	0.05
"E.i"	"221Bd"	0.07
"E.i"	"221Da"	0.02
"E.i"	"221Db"	0.03
"E.i"	"221Dc"	2.07214188080263e-03
"E.i"	"221Dd"	0.06
"E.i"	"221De"	0.06
"E.i"	"221Ea"	0.01
"E.i"	"221Eb"	0.14
"E.i"	"221Ec"	0.07
"E.i"	"221Ed"	0.05
"E.i"	"221Ef"	0.09
"E.i"	"221Eg"	0.10
"E.i"	"221Ej"	0.12
"E.i"	"221En"	0.11
"E.i"	"221Ha"	0.17
"E.i"	"221Hb"	0.12
"E.i"	"221Hc"	0.09
"E.i"	"221Hd"	0.09
"E.i"	"221He"	0.12
"E.i"	"221Ja"	0.04
"E.i"	"221Jb"	0.04
"E.i"	"221Jc"	0.09
"E.i"	"222Hb"	7.47185562609565e-03
"E.i"	"222Hc"	0.09
"E.i"	"222Hf"	1.67560489133807e-07
"E.i"	"222Ib"	0.02
"E.i"	"222Ic"	0.04
"E.i"	"222Id"	0.02
"E.i"	"222Ie"	0.04
"E.i"	"222Jf"	0.01
"E.i"	"222Ke"	1.94692532607165e-03
"E.i"	"222Lb"	0.02
"E.i"	"222Ma"	0.01
"E.i"	"222Mc"	7.28187648538004e-03
"E.i"	"222Md"	4.01986391467831e-04
"E.i"	"222Na"	0.03
"E.i"	"222Ra"	0.01
"E.i"	"222Rb"	0.01
"E.i"	"222Ud"	0.04
"E.i"	"222Ue"	4.46969676579479e-03
"E.i"	"223Aa"	0.04
"E.i"	"223Ab"	0.03
"E.i"	"223Ae"	3.76837854533916e-03
"E.i"	"223Af"	0.07
"E.i"	"223Ag"	0.06
"E.i"	"223Ah"	0.01
"E.i"	"223Aj"	0.01
"E.i"	"223Ak"	0.01
"E.i"	"223Al"	0.08
"E.i"	"223Am"	8.04486916129365e-03
"E.i"	"223An"	0.09
"E.i"	"223Ao"	0.05
"E.i"	"223Aq"	0.08
"E.i"	"223Ba"	0.01
"E.i"	"223Bb"	0.13
"E.i"	"223Bc"	0.08
"E.i"	"223Bd"	0.14
"E.i"	"223Da"	0.16
"E.i"	"223Db"	0.16
"E.i"	"223Dc"	0.16
"E.i"	"223Dd"	0.12
"E.i"	"223De"	0.07
"E.i"	"223Df"	0.05
"E.i"	"223Dg"	0.12
"E.i"	"223Dh"	0.09
"E.i"	"223Di"	0.10
"E.i"	"223Dj"	0.14
"E.i"	"223Ea"	0.17
"E.i"	"223Eb"	0.09
"E.i"	"223Ec"	0.09
"E.i"	"223Ed"	0.06
"E.i"	"223Ee"	0.11
"E.i"	"223Ef"	0.10
"E.i"	"223Eg"	0.11
"E.i"	"223Eh"	0.12
"E.i"	"223Fa"	0.17
"E.i"	"223Fb"	0.17
"E.i"	"223Fc"	0.16
"E.i"	"223Fd"	0.15
"E.i"	"223Fe"	0.13
"E.i"	"223Ff"	0.07
"E.i"	"223Ga"	0.02
"E.i"	"223Gb"	0.05
"E.i"	"223Gc"	0.11
"E.i"	"223Gd"	0.12
"E.i"	"223Ge"	0.04
"E.i"	"231Aa"	0.11
"E.i"	"231Ab"	0.11
"E.i"	"231Ac"	0.12
"E.i"	"231Ad"	0.09
"E.i"	"231Ae"	0.11
"E.i"	"231Af"	0.10
"E.i"	"231Ag"	0.11
"E.i"	"231Ah"	0.13
"E.i"	"231Ai"	0.13
"E.i"	"231Aj"	0.12
"E.i"	"231Ba"	0.10
"E.i"	"231Bb"	0.09
"E.i"	"231Bc"	0.10
"E.i"	"231Bd"	0.08
"E.i"	"231Be"	0.11
"E.i"	"231Bf"	0.11
"E.i"	"231Bj"	0.01
"E.i"	"231Bk"	0.09
"E.i"	"231Bl"	1.44817493410402e-03
"E.i"	"231Ca"	0.02
"E.i"	"231Cb"	0.01
"E.i"	"231Cc"	0.08
"E.i"	"231Cd"	0.07
"E.i"	"231Ce"	0.06
"E.i"	"231Cf"	0.09
"E.i"	"231Cg"	0.08
"E.i"	"231Da"	0.08
"E.i"	"231Db"	0.09
"E.i"	"231Dc"	0.07
"E.i"	"231Dd"	0.11
"E.i"	"231De"	0.10
"E.i"	"231Ea"	0.10
"E.i"	"231Eb"	0.09
"E.i"	"231Ec"	0.10
"E.i"	"231Ee"	0.09
"E.i"	"231Ef"	0.09
"E.i"	"231Eg"	0.09
"E.i"	"231Ej"	0.10
"E.i"	"231Ek"	0.10
"E.i"	"231Eo"	0.09
"E.i"	"231Ga"	0.10
"E.i"	"231Gb"	0.10
"E.i"	"231Gc"	0.12
"E.i"	"231Ha"	0.09
"E.i"	"231Hb"	0.06
"E.i"	"231Hc"	0.07
"E.i"	"231Hd"	0.09
"E.i"	"231He"	0.12
"E.i"	"231Hf"	0.11
"E.i"	"231Hg"	0.11
"E.i"	"231Hh"	0.05
"E.i"	"231Hi"	0.13
"E.i"	"231Ia"	0.10
"E.i"	"231Ib"	0.10
"E.i"	"231Ic"	0.11
"E.i"	"231Id"	0.11
"E.i"	"231Ie"	0.10
"E.i"	"231If"	0.10
"E.i"	"231Ig"	0.11
"E.i"	"232Ab"	0.08
"E.i"	"232Ac"	0.07
"E.i"	"232Ad"	0.06
"E.i"	"232Ba"	0.05
"E.i"	"232Bc"	0.10
"E.i"	"232Bg"	0.07
"E.i"	"232Bh"	0.08
"E.i"	"232Bi"	0.08
"E.i"	"232Bj"	0.07
"E.i"	"232Bk"	0.05
"E.i"	"232Bl"	0.10
"E.i"	"232Bm"	0.10
"E.i"	"232Bn"	0.09
"E.i"	"232Bo"	0.10
"E.i"	"232Bp"	0.09
"E.i"	"232Bs"	0.08
"E.i"	"232Ca"	0.09
"E.i"	"232Cb"	0.08
"E.i"	"232Cc"	0.11
"E.i"	"232Cd"	0.10
"E.i"	"232Ce"	0.08
"E.i"	"232Cf"	0.11
"E.i"	"232Cg"	0.10
"E.i"	"232Da"	0.20
"E.i"	"232Db"	0.14
"E.i"	"232Ea"	0.10
"E.i"	"232Eb"	0.11
"E.i"	"232Ef"	0.16
"E.i"	"232Fa"	0.08
"E.i"	"232Fb"	0.08
"E.i"	"232Fc"	0.08
"E.i"	"232Fe"	0.08
"E.i"	"232Ff"	0.08
"E.i"	"232Ga"	0.11
"E.i"	"232Gb"	0.14
"E.i"	"232Gc"	0.15
"E.i"	"232Gd"	0.19
"E.i"	"232Ha"	0.11
"E.i"	"232Hb"	0.12
"E.i"	"232Hc"	0.10
"E.i"	"232Hd"	0.10
"E.i"	"232Ia"	0.11
"E.i"	"232Ib"	0.10
"E.i"	"232Ja"	0.09
"E.i"	"232Jb"	0.09
"E.i"	"232Jc"	0.08
"E.i"	"232Jd"	0.11
"E.i"	"232Je"	0.08
"E.i"	"232Jf"	0.10
"E.i"	"232Jg"	0.08
"E.i"	"232Ka"	0.10
"E.i"	"232Kb"	0.10
"E.i"	"232La"	0.08
"E.i"	"232Lb"	0.07
"E.i"	"232Lc"	0.08
"E.i"	"234Aa"	0.14
"E.i"	"234Ad"	0.11
"E.i"	"234Ah"	0.13
"E.i"	"234Ca"	0.12
"E.i"	"234Cb"	0.17
"E.i"	"234Cc"	0.15
"E.i"	"234Cd"	0.12
"E.i"	"234Da"	0.18
"E.i"	"234Db"	0.14
"E.i"	"234Dc"	0.13
"E.i"	"234Do"	0.13
"E.i"	"234Ea"	0.12
"E.i"	"234Eb"	0.12
"E.i"	"234Ec"	0.10
"E.i"	"242Aa"	0.19
"E.i"	"242Ab"	0.13
"E.i"	"242Ac"	0.43
"E.i"	"242Ad"	0.14
"E.i"	"242Ae"	0.14
"E.i"	"242Af"	0.13
"E.i"	"242Ag"	0.25
"E.i"	"242Ah"	0.16
"E.i"	"242Ai"	0.14
"E.i"	"242Ba"	0.02
"E.i"	"242Bb"	0.41
"E.i"	"242Bd"	0.41
"E.i"	"251Aa"	4.34405531051723e-03
"E.i"	"251Bf"	2.1876131161262e-04
"E.i"	"251De"	7.56014495555591e-04
"E.i"	"251Ea"	0.02
"E.i"	"251Eb"	4.4804701382374e-03
"E.i"	"251Fc"	0.01
"E.i"	"251Ha"	0.02
"E.i"	"255Aa"	0.11
"E.i"	"255Ab"	0.14
"E.i"	"255Ac"	0.14
"E.i"	"255Ad"	0.10
"E.i"	"255Ae"	0.14
"E.i"	"255Af"	0.13
"E.i"	"255Am"	0.02
"E.i"	"255Ba"	0.11
"E.i"	"255Ca"	0.11
"E.i"	"255Cc"	0.10
"E.i"	"255Cd"	0.11
"E.i"	"255Ce"	0.08
"E.i"	"255Cf"	0.12
"E.i"	"255Cg"	0.13
"E.i"	"255Ch"	0.09
"E.i"	"255Da"	0.09
"E.i"	"255Db"	0.10
"E.i"	"255Dc"	0.09
"E.i"	"255Dd"	0.11
"E.i"	"255Ea"	0.12
"E.i"	"255Eb"	0.15
"E.i"	"255Ec"	0.17
"E.i"	"255Ed"	0.11
"E.i"	"255Ee"	0.12
"E.i"	"261Aa"	0.17
"E.i"	"261Ab"	0.25
"E.i"	"261Ac"	0.21
"E.i"	"261Ae"	0.27
"E.i"	"261Af"	0.11
"E.i"	"261Ag"	0.22
"E.i"	"261Ah"	0.23
"E.i"	"261Aj"	0.25
"E.i"	"261Ak"	0.31
"E.i"	"261Al"	0.39
"E.i"	"261Ba"	0.45
"E.i"	"261Bb"	0.47
"E.i"	"261Bc"	0.45
"E.i"	"261Bd"	0.50
"E.i"	"261Be"	0.50
"E.i"	"261Bf"	0.48
"E.i"	"261Bg"	0.41
"E.i"	"261Bh"	0.48
"E.i"	"261Bi"	0.29
"E.i"	"261Bj"	0.32
"E.i"	"262Aa"	0.58
"E.i"	"262Ac"	0.45
"E.i"	"262Ad"	0.65
"E.i"	"262Af"	0.43
"E.i"	"262Ag"	0.43
"E.i"	"262Ah"	0.36
"E.i"	"262Ai"	0.21
"E.i"	"262Aj"	0.13
"E.i"	"262Al"	0.18
"E.i"	"262Ao"	0.25
"E.i"	"262Aq"	0.26
"E.i"	"262As"	0.12
"E.i"	"262At"	0.21
"E.i"	"262Au"	0.45
"E.i"	"262Av"	0.37
"E.i"	"262Aw"	0.46
"E.i"	"262Ax"	0.49
"E.i"	"262Ay"	0.48
"E.i"	"262Az"	0.49
"E.i"	"263Ab"	0.55
"E.i"	"263Ae"	0.43
"E.i"	"263Af"	0.43
"E.i"	"263Ag"	0.46
"E.i"	"263Aj"	0.42
"E.i"	"263Al"	0.36
"E.i"	"263Am"	0.40
"E.i"	"313Aa"	0.37
"E.i"	"313Ab"	0.38
"E.i"	"313Ac"	0.37
"E.i"	"313Ad"	0.40
"E.i"	"313Ae"	0.39
"E.i"	"313Ag"	0.46
"E.i"	"313Ah"	0.44
"E.i"	"313Ai"	0.42
"E.i"	"313Aj"	0.43
"E.i"	"313Ak"	0.45
"E.i"	"313Al"	0.46
"E.i"	"313Am"	0.46
"E.i"	"313An"	0.46
"E.i"	"313Ao"	0.46
"E.i"	"313Ap"	0.40
"E.i"	"313Aq"	0.46
"E.i"	"313Ar"	0.46
"E.i"	"313As"	0.46
"E.i"	"313At"	0.42
"E.i"	"313Ba"	0.34
"E.i"	"313Bc"	0.32
"E.i"	"313Bd"	0.31
"E.i"	"313Be"	0.35
"E.i"	"313Bo"	0.38
"E.i"	"313Bp"	0.34
"E.i"	"313Bs"	0.40
"E.i"	"313Ca"	0.56
"E.i"	"313Cb"	0.51
"E.i"	"313Cc"	0.52
"E.i"	"313Cd"	0.52
"E.i"	"313Da"	0.42
"E.i"	"313Db"	0.38
"E.i"	"313Dc"	0.35
"E.i"	"313De"	0.46
"E.i"	"313Df"	0.46
"E.i"	"315Aa"	0.46
"E.i"	"315Ab"	0.39
"E.i"	"315Ad"	0.45
"E.i"	"315Ba"	0.03
"E.i"	"315Bb"	5.30008502489755e-03
"E.i"	"315Bc"	0.16
"E.i"	"315Bd"	0.05
"E.i"	"315Cb"	0.17
"E.i"	"315Cc"	0.06
"E.i"	"315Cd"	0.07
"E.i"	"315Ce"	0.10
"E.i"	"315Cf"	0.18
"E.i"	"315Da"	0.09
"E.i"	"315Db"	0.18
"E.i"	"315Dc"	0.13
"E.i"	"315Ea"	0.07
"E.i"	"315Eb"	0.07
"E.i"	"315Ec"	0.10
"E.i"	"315Ed"	0.12
"E.i"	"315Ef"	0.10
"E.i"	"315Eg"	0.17
"E.i"	"315Fb"	0.01
"E.i"	"315Fc"	0.02
"E.i"	"315Ga"	0.18
"E.i"	"315Ha"	0.44
"E.i"	"315Hb"	0.27
"E.i"	"321Aa"	0.25
"E.i"	"321Ab"	0.38
"E.i"	"321Ac"	0.43
"E.i"	"321Ad"	0.56
"E.i"	"321Ae"	0.43
"E.i"	"321Af"	0.67
"E.i"	"321Ag"	0.64
"E.i"	"321Ah"	0.75
"E.i"	"321Ai"	0.56
"E.i"	"321Aj"	0.59
"E.i"	"321Ak"	0.58
"E.i"	"321Al"	0.62
"E.i"	"321Am"	0.60
"E.i"	"321Ba"	0.28
"E.i"	"322Aa"	0.39
"E.i"	"322Ab"	0.40
"E.i"	"322Ac"	0.33
"E.i"	"322Ad"	0.39
"E.i"	"322Ae"	0.39
"E.i"	"322Af"	0.42
"E.i"	"322Ag"	0.46
"E.i"	"322Ah"	0.43
"E.i"	"322Ai"	0.43
"E.i"	"322Aj"	0.43
"E.i"	"322Ak"	0.43
"E.i"	"322Al"	0.43
"E.i"	"322Am"	0.44
"E.i"	"322An"	0.43
"E.i"	"322Ao"	0.43
"E.i"	"322Ap"	0.42
"E.i"	"322Aq"	0.36
"E.i"	"322Ar"	0.40
"E.i"	"322As"	0.38
"E.i"	"322At"	0.45
"E.i"	"322Au"	0.46
"E.i"	"322Av"	0.46
"E.i"	"322Aw"	0.47
"E.i"	"322Ax"	0.48
"E.i"	"322Ay"	0.37
"E.i"	"322Az"	0.37
"E.i"	"322Ba"	0.43
"E.i"	"322Bb"	0.42
"E.i"	"322Bc"	0.42
"E.i"	"322Bd"	0.42
"E.i"	"322Be"	0.43
"E.i"	"322Bf"	0.48
"E.i"	"322Bh"	0.49
"E.i"	"322Ca"	0.43
"E.i"	"322Cb"	0.38
"E.i"	"322Cc"	0.45
"E.i"	"322Cd"	0.43
"E.i"	"322Ce"	0.29
"E.i"	"331Aa"	0.33
"E.i"	"331Ac"	0.34
"E.i"	"331Af"	0.32
"E.i"	"331Ai"	0.27
"E.i"	"331Ba"	5.26683764679726e-03
"E.i"	"331Bc"	0.07
"E.i"	"331Bd"	0.08
"E.i"	"331Cd"	8.24806788429209e-04
"E.i"	"331Da"	0.12
"E.i"	"331Db"	0.16
"E.i"	"331Dh"	0.11
"E.i"	"331Fk"	4.70149805791221e-03
"E.i"	"331Fm"	7.11473068933633e-03
"E.i"	"331Gb"	0.20
"E.i"	"331Gd"	0.09
"E.i"	"331Ge"	0.09
"E.i"	"331Gf"	0.03
"E.i"	"331Gg"	0.17
"E.i"	"331Gi"	0.07
"E.i"	"331Ha"	0.04
"E.i"	"331Hb"	0.10
"E.i"	"331Hc"	0.05
"E.i"	"331He"	0.27
"E.i"	"331Ia"	0.14
"E.i"	"331Ie"	3.5376406917844e-03
"E.i"	"331If"	0.13
"E.i"	"331Ig"	0.18
"E.i"	"331Ih"	0.26
"E.i"	"331Ii"	0.22
"E.i"	"331Ja"	0.17
"E.i"	"331Jb"	0.33
"E.i"	"331Jc"	0.27
"E.i"	"331Jd"	0.33
"E.i"	"331Ka"	0.07
"E.i"	"331Kb"	0.03
"E.i"	"331Kd"	4.05101673535089e-05
"E.i"	"331Kf"	0.02
"E.i"	"331Kh"	0.09
"E.i"	"331Ki"	0.04
"E.i"	"331Kj"	0.11
"E.i"	"331La"	0.09
"E.i"	"331Na"	0.01
"E.i"	"331Nb"	0.03
"E.i"	"331Nc"	0.12
"E.i"	"332Ce"	6.96671804469994e-03
"E.i"	"332Df"	0.01
"E.i"	"332Dg"	0.02
"E.i"	"332Fb"	0.05
"E.i"	"332Fc"	3.26459894823725e-03
"E.i"	"332Fd"	0.11
"E.i"	"341Aa"	0.44
"E.i"	"341Ab"	0.44
"E.i"	"341Ac"	0.46
"E.i"	"341Ap"	0.21
"E.i"	"341Aq"	0.20
"E.i"	"341Ar"	0.26
"E.i"	"341As"	0.22
"E.i"	"341At"	0.29
"E.i"	"341Au"	0.32
"E.i"	"341Av"	0.29
"E.i"	"341Aw"	0.22
"E.i"	"341Ax"	0.24
"E.i"	"341Ba"	0.32
"E.i"	"341Bb"	0.36
"E.i"	"341Bc"	0.36
"E.i"	"341Bd"	0.37
"E.i"	"341Be"	0.40
"E.i"	"341Bf"	0.37
"E.i"	"341Bg"	0.35
"E.i"	"341Bh"	0.39
"E.i"	"341Bj"	0.39
"E.i"	"341Bk"	0.36
"E.i"	"341Bm"	0.36
"E.i"	"341Bn"	0.39
"E.i"	"341Bo"	0.33
"E.i"	"341Bp"	0.35
"E.i"	"341Bq"	0.37
"E.i"	"341Ca"	0.31
"E.i"	"341Da"	0.41
"E.i"	"341Db"	0.41
"E.i"	"341Dc"	0.36
"E.i"	"341Dd"	0.34
"E.i"	"341De"	0.30
"E.i"	"341Df"	0.30
"E.i"	"341Dh"	0.30
"E.i"	"341Di"	0.37
"E.i"	"341Dj"	0.34
"E.i"	"341Dk"	0.24
"E.i"	"341Dl"	0.30
"E.i"	"341Dm"	0.26
"E.i"	"341Dn"	0.31
"E.i"	"341Ea"	0.21
"E.i"	"341Eb"	0.16
"E.i"	"341Ec"	0.25
"E.i"	"341Fa"	0.33
"E.i"	"341Fb"	0.39
"E.i"	"341Fc"	0.39
"E.i"	"341Fd"	0.34
"E.i"	"341Fe"	0.39
"E.i"	"341Ff"	0.39
"E.i"	"341Fg"	0.25
"E.i"	"341Fj"	0.26
"E.i"	"341Fk"	0.38
"E.i"	"341Fl"	0.29
"E.i"	"341Fm"	0.29
"E.i"	"341Fn"	0.34
"E.i"	"341Fo"	0.26
"E.i"	"341Ga"	0.13
"E.i"	"341Gb"	0.13
"E.i"	"341Gc"	0.17
"E.i"	"342Aa"	0.18
"E.i"	"342Ac"	0.13
"E.i"	"342Ad"	0.18
"E.i"	"342Ba"	0.40
"E.i"	"342Bb"	0.26
"E.i"	"342Bc"	0.27
"E.i"	"342Bd"	0.38
"E.i"	"342Be"	0.44
"E.i"	"342Bf"	0.21
"E.i"	"342Bg"	0.19
"E.i"	"342Bi"	0.33
"E.i"	"342Bj"	0.21
"E.i"	"342Bk"	0.27
"E.i"	"342Bl"	0.21
"E.i"	"342Ca"	0.06
"E.i"	"342Cb"	0.11
"E.i"	"342Cc"	0.09
"E.i"	"342Cd"	0.09
"E.i"	"342Ch"	0.06
"E.i"	"342Db"	0.26
"E.i"	"342Dc"	0.34
"E.i"	"342Dd"	0.21
"E.i"	"342De"	0.30
"E.i"	"342Df"	0.05
"E.i"	"342Dg"	0.22
"E.i"	"342Dh"	0.31
"E.i"	"342Di"	0.11
"E.i"	"342Dk"	0.06
"E.i"	"342Dl"	0.01
"E.i"	"342Dm"	0.16
"E.i"	"342Ea"	0.26
"E.i"	"342Eb"	0.25
"E.i"	"342Ec"	0.25
"E.i"	"342Fa"	0.13
"E.i"	"342Fb"	0.14
"E.i"	"342Fc"	0.15
"E.i"	"342Fd"	0.14
"E.i"	"342Ff"	0.15
"E.i"	"342Fg"	0.14
"E.i"	"342Fi"	0.14
"E.i"	"342Fj"	0.19
"E.i"	"342Fk"	0.14
"E.i"	"342Fl"	0.20
"E.i"	"342Ga"	0.19
"E.i"	"342Gb"	0.17
"E.i"	"342Gc"	0.19
"E.i"	"342Gd"	0.18
"E.i"	"342Ge"	0.16
"E.i"	"342Gf"	0.24
"E.i"	"342Gg"	0.26
"E.i"	"342Gj"	0.19
"E.i"	"342Ha"	0.58
"E.i"	"342Hb"	0.61
"E.i"	"342Hc"	0.39
"E.i"	"342Hd"	0.27
"E.i"	"342He"	0.13
"E.i"	"342Ia"	0.28
"E.i"	"342Ib"	0.13
"E.i"	"342Ic"	0.40
"E.i"	"342Id"	0.33
"E.i"	"342Ie"	0.27
"E.i"	"342Ig"	0.35
"E.i"	"342Im"	0.37
"E.i"	"342Ja"	0.19
"E.i"	"342Jb"	0.15
"E.i"	"411Ab"	0.14
"E.i"	"411Ac"	0.17
"E.i"	"411Ad"	0.16
"E.i"	"411Ae"	0.22
"E.i"	"411Af"	0.19
"E.i"	"M211Aa"	0.10
"E.i"	"M211Ab"	0.11
"E.i"	"M211Ac"	0.11
"E.i"	"M211Ad"	0.10
"E.i"	"M211Ae"	0.10
"E.i"	"M211Af"	0.10
"E.i"	"M211Ag"	0.10
"E.i"	"M211Ba"	0.11
"E.i"	"M211Bb"	0.10
"E.i"	"M211Bc"	0.10
"E.i"	"M211Bd"	0.09
"E.i"	"M211Ca"	0.11
"E.i"	"M211Cb"	0.06
"E.i"	"M211Cc"	0.09
"E.i"	"M211Cd"	0.06
"E.i"	"M211Da"	0.10
"E.i"	"M211Db"	0.09
"E.i"	"M211Dc"	0.11
"E.i"	"M211Dd"	0.11
"E.i"	"M211De"	0.08
"E.i"	"M211Df"	0.09
"E.i"	"M221Aa"	0.03
"E.i"	"M221Ab"	0.06
"E.i"	"M221Ac"	0.01
"E.i"	"M221Ad"	0.01
"E.i"	"M221Bc"	5.17776362074454e-03
"E.i"	"M221Bd"	8.30497699464629e-03
"E.i"	"M221Be"	9.83122756224886e-04
"E.i"	"M221Ca"	0.14
"E.i"	"M221Cb"	0.09
"E.i"	"M221Cc"	0.07
"E.i"	"M221Cd"	0.07
"E.i"	"M221Ce"	0.07
"E.i"	"M221Da"	0.07
"E.i"	"M221Db"	0.09
"E.i"	"M221Dc"	0.07
"E.i"	"M221Dd"	0.07
"E.i"	"M223Aa"	0.10
"E.i"	"M223Ab"	0.10
"E.i"	"M231Aa"	0.10
"E.i"	"M231Ab"	0.08
"E.i"	"M231Ac"	0.08
"E.i"	"M231Ad"	0.09
"E.i"	"M242Aa"	0.30
"E.i"	"M242Ac"	0.17
"E.i"	"M242Ad"	0.19
"E.i"	"M242Ae"	0.28
"E.i"	"M242Af"	0.16
"E.i"	"M242Ag"	0.43
"E.i"	"M242Ah"	0.55
"E.i"	"M242Ai"	0.14
"E.i"	"M242Ba"	0.40
"E.i"	"M242Bb"	0.41
"E.i"	"M242Bc"	0.51
"E.i"	"M242Be"	0.46
"E.i"	"M242Bg"	0.49
"E.i"	"M242Ca"	0.38
"E.i"	"M242Cb"	0.41
"E.i"	"M242Cc"	0.47
"E.i"	"M242Cd"	0.61
"E.i"	"M242Ce"	0.48
"E.i"	"M242Cf"	0.53
"E.i"	"M242Da"	0.14
"E.i"	"M242Db"	0.23
"E.i"	"M242Dd"	0.37
"E.i"	"M242De"	0.37
"E.i"	"M242Df"	0.38
"E.i"	"M242Dg"	0.38
"E.i"	"M242Dh"	0.35
"E.i"	"M261Aa"	0.59
"E.i"	"M261Ab"	0.60
"E.i"	"M261Ac"	0.55
"E.i"	"M261Ad"	0.67
"E.i"	"M261Ae"	0.67
"E.i"	"M261Af"	0.66
"E.i"	"M261Ag"	0.68
"E.i"	"M261Ah"	0.68
"E.i"	"M261Ai"	0.56
"E.i"	"M261Aj"	0.60
"E.i"	"M261Ao"	0.53
"E.i"	"M261Ap"	0.68
"E.i"	"M261Aq"	0.53
"E.i"	"M261Ar"	0.54
"E.i"	"M261Au"	0.52
"E.i"	"M261Av"	0.56
"E.i"	"M261Ax"	0.37
"E.i"	"M261Ay"	0.56
"E.i"	"M261Ba"	0.55
"E.i"	"M261Bb"	0.48
"E.i"	"M261Bd"	0.49
"E.i"	"M261Bf"	0.44
"E.i"	"M261Ca"	0.55
"E.i"	"M261Cb"	0.57
"E.i"	"M261Cc"	0.56
"E.i"	"M261Da"	0.65
"E.i"	"M261Db"	0.68
"E.i"	"M261Dd"	0.45
"E.i"	"M261Df"	0.68
"E.i"	"M261Dh"	0.59
"E.i"	"M261Di"	0.68
"E.i"	"M261Dj"	0.58
"E.i"	"M261Dl"	0.55
"E.i"	"M261Dm"	0.53
"E.i"	"M261Ea"	0.51
"E.i"	"M261Eb"	0.50
"E.i"	"M261Ec"	0.54
"E.i"	"M261Ed"	0.54
"E.i"	"M261Ee"	0.53
"E.i"	"M261Ef"	0.51
"E.i"	"M261Eg"	0.53
"E.i"	"M261Eh"	0.53
"E.i"	"M261Ei"	0.55
"E.i"	"M261Ej"	0.54
"E.i"	"M261Ek"	0.44
"E.i"	"M261El"	0.48
"E.i"	"M261Em"	0.49
"E.i"	"M261Eo"	0.45
"E.i"	"M261Ep"	0.46
"E.i"	"M261Eq"	0.46
"E.i"	"M261Er"	0.42
"E.i"	"M261Es"	0.49
"E.i"	"M261Et"	0.31
"E.i"	"M261Eu"	0.42
"E.i"	"M261Fa"	0.55
"E.i"	"M261Fb"	0.51
"E.i"	"M261Fc"	0.46
"E.i"	"M261Fd"	0.49
"E.i"	"M261Fe"	0.49
"E.i"	"M261Ga"	0.49
"E.i"	"M261Gb"	0.41
"E.i"	"M261Gc"	0.42
"E.i"	"M261Gd"	0.43
"E.i"	"M261Ge"	0.40
"E.i"	"M261Gf"	0.40
"E.i"	"M261Gg"	0.41
"E.i"	"M261Gi"	0.43
"E.i"	"M261Gj"	0.46
"E.i"	"M261Gl"	0.43
"E.i"	"M261Gm"	0.44
"E.i"	"M262Aa"	0.26
"E.i"	"M262Ab"	0.28
"E.i"	"M262Ac"	0.32
"E.i"	"M262Ad"	0.33
"E.i"	"M262Ae"	0.33
"E.i"	"M262Af"	0.28
"E.i"	"M262Ag"	0.44
"E.i"	"M262Ah"	0.31
"E.i"	"M262Ai"	0.32
"E.i"	"M262Aj"	0.37
"E.i"	"M262Ak"	0.45
"E.i"	"M262Ba"	0.48
"E.i"	"M262Bb"	0.49
"E.i"	"M262Bc"	0.48
"E.i"	"M262Bd"	0.47
"E.i"	"M262Be"	0.47
"E.i"	"M262Bf"	0.36
"E.i"	"M262Bg"	0.43
"E.i"	"M262Bh"	0.43
"E.i"	"M262Bi"	0.43
"E.i"	"M262Bj"	0.43
"E.i"	"M262Bk"	0.42
"E.i"	"M262Bl"	0.41
"E.i"	"M262Bm"	0.42
"E.i"	"M262Bn"	0.33
"E.i"	"M262Bo"	0.33
